Sentence,Context_PP1,Context_PP2,Context_PP1_simple,Context_PP2_simple,PP1_simple,PP2_simple,Verb,PP1,PP2,PP1_len,PP2_len,Adp1,Adp2,NP1,NP2,PP1_Pronom,PP2_Pronom,PP1_Type,PP2_Type,Position,Language
"Ñu daldi jawali ca nguurug Brusiya , gi nga xam ne jàmmaarloo woon na ak ñoom ci ag njàmmaar ak fit .","Ñu daldi jawali ca nguurug Brusiya , gi nga xam ne jàmmaarloo woon na ak ñoom","Ñu daldi jawali ca nguurug Brusiya , gi nga xam ne jàmmaarloo woon na ci ag njàmmaar ak fit","Ñu daldi jawali ca nguurug Brusiya , gi nga xam ne jàmmaarloo woon na ak ñoom","Ñu daldi jawali ca nguurug Brusiya , gi nga xam ne jàmmaarloo woon na ci njàmmaar",ak moom,ci njàmmaar,jàmmaarloo,ak ñoom,ci ag njàmmaar ak fit,2,5,ak,ci,moom,njàmmaar,PRON,NOUN,prepositional,prepositional,Postverbal,Wolof
"Waaye Napoleon moom mujj na ko not , te gañe ko ci mujj gi , ca xareb Yena ba , atum 1806 g , daldi teg loxo peeyam ba Berlin .","Waaye Napoleon moom mujj na ko not , te gañe ko ci mujj gi","Waaye Napoleon moom mujj na ko not , te gañe ko , ca xareb Yena ba , atum 1806 g","Waaye Napoleon moom mujj na ko not , te gañe ko ci mujj","Waaye Napoleon moom mujj na ko not , te gañe ko ca xareb",ci mujj,ca xare,gañe,ci mujj gi,", ca xareb Yena ba , atum 1806 g",3,9,ci,ca,mujj,xare,NOUN,NOUN,prepositional,prepositional,Postverbal,Wolof
"Mu daldi woon door ci dëgëral boppam ci biirum reew , defaraat doxaliinam , yekkati koom-koomam , soppi nosteg galag yi aju woon ci nduwaan ci mbooleem goxi nguur gi .","Mu daldi woon door ci dëgëral boppam ci biirum reew , defaraat doxaliinam , yekkati koom-koomam , soppi nosteg galag yi aju woon ci nduwaan","Mu daldi woon door ci dëgëral boppam ci biirum reew , defaraat doxaliinam , yekkati koom-koomam , soppi nosteg galag yi aju woon ci mbooleem goxi nguur gi","Mu daldi woon door ci dëgëral boppam ci biirum reew , defaraat doxaliinam , yekkati koom-koomam , soppi nosteg galag yi aju woon ci nduwaan","Mu daldi woon door ci dëgëral boppam ci biirum reew , defaraat doxaliinam , yekkati koom-koomam , soppi nosteg galag yi aju woon ci mbooleem",ci nduwaan,ci mboole,aju,ci nduwaan,ci mbooleem goxi nguur gi,2,5,ci,ci,nduwaan,mboole,NOUN,NOUN,prepositional,prepositional,Postverbal,Wolof
Nga xam ne li nekk ci biir réew mi ci am njaay deesu ci genne duwaan .,Nga xam ne li nekk ci biir réew mi,Nga xam ne li nekk ci am njaay,Nga xam ne li nekk ci réew,Nga xam ne li nekk ci njaay,ci réew,ci njaay,nekk,ci biir réew mi,ci am njaay,4,3,ci,ci,réew,njaay,NOUN,NOUN,prepositional,prepositional,Postverbal,Wolof
"Doxal nanu ko nag ci atum 1818 g , ci biir ay goxam yu biir yi .",Doxal nanu ko nag ci atum 1818 g,"Doxal nanu ko nag , ci biir ay goxam yu biir yi",Doxal nanu ko nag ci atum,Doxal nanu ko nag ci goxam,ci at,ci gox,doxal,ci atum 1818 g,", ci biir ay goxam yu biir yi",4,8,ci,ci,at,gox,NOUN,NOUN,prepositional,prepositional,Postverbal,Wolof
"Nguur-nguuraan yi bokkoon ci Solofrayn it , doon nañu dimblante ci seen biir ci wàllug koom-koom , te daan jëflante ci lu dul yoonu Otris di ci nekk mbaa ñu di diisoo ak moom , walla ñu ko di tàggu .","Nguur-nguuraan yi bokkoon ci Solofrayn it , doon nañu dimblante ci seen biir","Nguur-nguuraan yi bokkoon ci Solofrayn it , doon nañu dimblante ci wàllug koom-koom","Nguur-nguuraan yi bokkoon ci Solofrayn it , doon nañu dimblante ci biir","Nguur-nguuraan yi bokkoon ci Solofrayn it , doon nañu dimblante ci wàllug",ci biir,ci wàll,dimblante,ci seen biir,ci wàllug koom-koom,3,3,ci,ci,biir,wàll,NOUN,NOUN,prepositional,prepositional,Postverbal,Wolof
"Kërug Orob gi mujj – ni ko Metternich di waxe – di kër gu màggat , te ràpp , ba àgg ci maneesatu ci a yatt sax ab palanteer ci ay miiram ngir ag màggat .","Kërug Orob gi mujj – ni ko Metternich di waxe – di kër gu màggat , te ràpp , ba àgg ci maneesatu ci a yatt sax ab palanteer ci ay miiram","Kërug Orob gi mujj – ni ko Metternich di waxe – di kër gu màggat , te ràpp , ba àgg ci maneesatu ci a yatt sax ab palanteer ngir ag màggat","Kërug Orob gi mujj – ni ko Metternich di waxe – di kër gu màggat , te ràpp , ba àgg ci maneesatu ci a yatt sax ab palanteer ci miiram","Kërug Orob gi mujj – ni ko Metternich di waxe – di kër gu màggat , te ràpp , ba àgg ci maneesatu ci a yatt sax ab palanteer ngir màggat",ci miir,ngir màggat,yatt,ci ay miiram,ngir ag màggat,3,3,ci,ngir,miir,màggat,NOUN,NOUN,prepositional,prepositional,Postverbal,Wolof
"Moom Täbaski dees na ko amal ci fukkeelu bis ci aw Täbaski , di weer wi mujj ci atum weer wi ( Wolof ) .",Moom Täbaski dees na ko amal ci fukkeelu bis,"Moom Täbaski dees na ko amal ci aw Täbaski , di weer wi mujj ci atum weer wi ( Wolof )",Moom Täbaski dees na ko amal ci bis,Moom Täbaski dees na ko amal ci Täbaski,ci bis,ci Täbaski,amal,ci fukkeelu bis,"ci aw Täbaski , di weer wi mujj ci atum weer wi ( Wolof )",3,15,ci,ci,bis,Täbaski,NOUN,PROPN,prepositional,prepositional,Postverbal,Wolof
Nii la dikke ci hadiis ci nettalib Aysa ( ngërëmul Yàlla ci moom ) .,Nii la dikke ci hadiis,Nii la dikke ci nettalib Aysa ( ngërëmul Yàlla ci moom ),Nii la dikke ci hadiis,Nii la dikke ci nettalib,ci hadiis,ci nettali,dikk,ci hadiis,ci nettalib Aysa ( ngërëmul Yàlla ci moom ),2,9,ci,ci,hadiis,nettali,NOUN,NOUN,prepositional,prepositional,Postverbal,Wolof
Microsoft dellusi na ci ag woote ak ab gaaral bu ràññeeku altine ci lu aju ci telefonam bi ñépp di xaar Windows Phone 7 ànd ak defar Nosteg Doxiin ( operating system ) bu bees tàq ñeel Mobiil .,Microsoft dellusi na ci ag woote ak ab gaaral bu ràññeeku,Microsoft dellusi na ci lu aju ci telefonam bi ñépp di xaar Windows Phone 7,Microsoft dellusi na ci woote,Microsoft dellusi na ci lu,ci woote,ci bu,dellusi,ci ag woote ak ab gaaral bu ràññeeku,ci lu aju ci telefonam bi ñépp di xaar Windows Phone 7,8,12,ci,ci,woote,bu,NOUN,PRON,prepositional,prepositional,Postverbal,Wolof
"Ci misaal bu dee da mu bëgg a taxaw ci réew mu mel ne Senegaal ci ag sañ-bañ , da mu war a taxaw taxawaayu Sariiya .",Ci misaal bu dee da mu bëgg a taxaw ci réew mu mel ne Senegaal,Ci misaal bu dee da mu bëgg a taxaw ci ag sañ-bañ,Ci misaal bu dee da mu bëgg a taxaw ci réew,Ci misaal bu dee da mu bëgg a taxaw ci sañ-bañ,ci réew,ci sañ-bañ,taxaw,ci réew mu mel ne Senegaal,ci ag sañ-bañ,6,3,ci,ci,réew,sañ-bañ,NOUN,NOUN,prepositional,prepositional,Postverbal,Wolof
"Su ko defee da ñu di ayibal ndox mi ci biir suuf si , niki ndoxum teen yi ak yu ni mel .",Su ko defee da ñu di ayibal ndox mi ci biir suuf si,"Su ko defee da ñu di ayibal ndox mi , niki ndoxum teen yi ak yu ni mel",Su ko defee da ñu di ayibal ndox mi ci suuf,Su ko defee da ñu di ayibal ndox mi niki ndoxum,ci suuf,niki ndox,ayib,ci biir suuf si,", niki ndoxum teen yi ak yu ni mel",4,9,ci,niki,suuf,ndox,NOUN,NOUN,prepositional,prepositional,Postverbal,Wolof
"Ci ag pàttali , ci mbënnum 1998 lañu sosoon sàntar bi , nga xam ne ñu bari da ñu ñàkkoon seen kër .",Ci ag pàttali,ci mbënnum 1998,Ci pàttali,ci mbënnum,ci pàttali,ci mbënn,sos,Ci ag pàttali,ci mbënnum 1998,3,3,ci,ci,pàttali,mbënn,NOUN,NOUN,prepositional,prepositional,Preverbal,Wolof
"Lël boobu mu ngi tàmbali ci 16 màrs ci Daaray Wér ( ISED ) tëj ci 4 awril 2009 , ci njiitéefu Dr Asan Yaradu , kenn ci ñi di xelal njawriñu wér ak fàggutéef .",Lël boobu mu ngi tàmbali ci 16 màrs,Lël boobu mu ngi tàmbali ci Daaray Wér ( ISED ),Lël boobu mu ngi tàmbali ci màrs,Lël boobu mu ngi tàmbali ci Daaray,ci màrs,ci Daara,tàmbali,ci 16 màrs,ci Daaray Wér ( ISED ),3,6,ci,ci,màrs,Daara,NOUN,PROPN,prepositional,prepositional,Postverbal,Wolof
"Lël boobu mu ngi tàmbali ci 16 màrs ci Daaray Wér ( ISED ) tëj ci 4 awril 2009 , ci njiitéefu Dr Asan Yaradu , kenn ci ñi di xelal njawriñu wér ak fàggutéef .",Lël boobu mu ngi tàmbali ci 16 màrs ci Daaray Wér ( ISED ) tëj ci 4 awril 2009,"Lël boobu mu ngi tàmbali ci 16 màrs ci Daaray Wér ( ISED ) tëj , ci njiitéefu Dr Asan Yaradu , kenn ci ñi di xelal njawriñu wér ak fàggutéef",Lël boobu mu ngi tàmbali ci 16 màrs ci Daaray Wér ( ISED ) tëj ci awril,Lël boobu mu ngi tàmbali ci 16 màrs ci Daaray Wér ( ISED ) tëj ci njiitéefu,ci awril,ci njiitéef,tëj,ci 4 awril 2009,", ci njiitéefu Dr Asan Yaradu , kenn ci ñi di xelal njawriñu wér ak fàggutéef",4,16,ci,ci,awril,njiitéef,PROPN,NOUN,prepositional,prepositional,Postverbal,Wolof
Bésu alxamés bii di 23 fan ci weeru Swe 2011 bés la bu mag ci biir bés yi ci ndeminu demokaraasi ci réewum Senegaal .,Bésu alxamés bii di 23 fan ci weeru Swe 2011 bés la bu mag ci biir bés yi,Bésu alxamés bii di 23 fan ci weeru Swe 2011 bés la bu mag ci ndeminu demokaraasi ci réewum Senegaal,Bésu alxamés bii di 23 fan ci weeru Swe 2011 bés la bu mag ci bés,Bésu alxamés bii di 23 fan ci weeru Swe 2011 bés la bu mag ci ndeminu,ci bés,ci ndemin,mag,ci biir bés yi,ci ndeminu demokaraasi ci réewum Senegaal,4,6,ci,ci,bés,ndemin,NOUN,NOUN,prepositional,prepositional,Postverbal,Wolof
Kon ñépp a ngi xaar njiitu-réew mi ci li mu di war a wax ak askan wi ci fan yii di ñëw .,Kon ñépp a ngi xaar njiitu-réew mi ci li mu di war a wax ak askan wi,Kon ñépp a ngi xaar njiitu-réew mi ci li mu di war a wax ci fan yii di ñëw,Kon ñépp a ngi xaar njiitu-réew mi ci li mu di war a wax ak askan,Kon ñépp a ngi xaar njiitu-réew mi ci li mu di war a wax ci fan,ak askan,ci fan,wax,ak askan wi,ci fan yii di ñëw,3,5,ak,ci,askan,fan,NOUN,NOUN,prepositional,prepositional,Postverbal,Wolof
"Fàww mu jàkkarloo ak askan wi wax li mu nar , diisoo ak moom ci xew-xew boobu ak la war a ñëw ca kanam !","Fàww mu jàkkarloo ak askan wi wax li mu nar , diisoo ak moom","Fàww mu jàkkarloo ak askan wi wax li mu nar , diisoo ci xew-xew boobu ak la war a ñëw ca kanam","Fàww mu jàkkarloo ak askan wi wax li mu nar , diisoo ak moom","Fàww mu jàkkarloo ak askan wi wax li mu nar , diisoo ci xew-xew",ak moom,ci xew-xew,diisoo,ak moom,ci xew-xew boobu ak la war a ñëw ca kanam,2,10,ak,ci,moom,xew-xew,PRON,NOUN,prepositional,prepositional,Postverbal,Wolof
"Li wér ci lu ñu xam ci xam-xamu cosaan mu a di : fii ci Afrik , ca Misiraay démb la nit tàmbali a bind .",Li wér ci lu ñu xam ci xam-xamu cosaan mu a di : fii ci Afrik,Li wér ci lu ñu xam ci xam-xamu cosaan mu a di : ca Misiraay démb,Li wér ci lu ñu xam ci xam-xamu cosaan mu a di : ci Afrik,Li wér ci lu ñu xam ci xam-xamu cosaan mu a di : ca Misiraay,ci Afrik,ca Misira,tàmbali,fii ci Afrik,ca Misiraay démb,3,3,ci,ca,Afrik,Misira,PROPN,PROPN,prepositional,prepositional,Preverbal,Wolof
"Ci ab xaatim àlluwa ji ñu di tuddee alluwaay Narmeer ( -3200 laata Juddu Yonnent Yàlla Isaa ) lañu firndeel mbind mi gën a yàgg te ñu ko di woowee "" Hieroglyphes "" ci Nasaraan .",Ci ab xaatim àlluwa ji ñu di tuddee alluwaay Narmeer,( -3200 laata Juddu Yonnent Yàlla Isaa ),Ci xaatim,laata Juddu,ci xaatim,laata Juddu,firndeel,Ci ab xaatim àlluwa ji ñu di tuddee alluwaay Narmeer,( -3200 laata Juddu Yonnent Yàlla Isaa ),10,8,ci,laata,xaatim,Juddu,NOUN,PROPN,prepositional,prepositional,Preverbal,Wolof
"Noonu la doon jànge bés bu jot lu bees ci palanet bi , ci dem bi ak ci tukki bépp .",Noonu la doon jànge bés bu jot lu bees ci palanet bi,"Noonu la doon jànge bés bu jot lu bees , ci dem bi ak ci tukki bépp",Noonu la doon jànge bés bu jot lu bees ci palanet,Noonu la doon jànge bés bu jot lu bees ci dem,ci palanet,ci dem,jàng,ci palanet bi,", ci dem bi ak ci tukki bépp",3,8,ci,ci,palanet,dem,NOUN,NOUN,prepositional,prepositional,Postverbal,Wolof
"Rawatina ci réewi Afrik yi nga xam ne daanaka ya ca ëpp ba ñu tàbbee ci "" kolonisation "" ba téy jii ñu moomee seen bopp , da ñu xeeb seeni làkk yi ñu nàmp .","Rawatina ci réewi Afrik yi nga xam ne daanaka ya ca ëpp ba ñu tàbbee ci "" kolonisation """,Rawatina ci réewi Afrik yi nga xam ne daanaka ya ca ëpp ba ñu tàbbee ba téy jii ñu moomee seen bopp,Rawatina ci réewi Afrik yi nga xam ne daanaka ya ca ëpp ba ñu tàbbee ci kolonisation,Rawatina ci réewi Afrik yi nga xam ne daanaka ya ca ëpp ba ñu tàbbee ba téy,ci kolonisation,ba téy,tàbb,"ci "" kolonisation """,ba téy jii ñu moomee seen bopp,4,7,ci,ba,kolonisation,téy,NOUN,NOUN,prepositional,prepositional,Postverbal,Wolof
"Wante tey bi ñu demee ba di tekki ci saa si lépp li ñu di wax ci pencum réewum Senegaal ci làkki réew mi , sànt nañu Yàlla , ndax mel na ni li ñu di fi di wax am na ñu ko dégg !",Wante tey bi ñu demee ba di tekki ci saa si,Wante tey bi ñu demee ba di tekki ci làkki réew mi,Wante tey bi ñu demee ba di tekki ci saa,Wante tey bi ñu demee ba di tekki ci làkki,ci saa,ci làkk,tekki,ci saa si,ci làkki réew mi,3,4,ci,ci,saa,làkk,NOUN,NOUN,prepositional,prepositional,Postverbal,Wolof
"Wante li des bare na lool : Jot na ñu jàngale làkki réew mi ci daara yi , ci lekool !",Wante li des bare na lool : Jot na ñu jàngale làkki réew mi ci daara yi,"Wante li des bare na lool : Jot na ñu jàngale làkki réew mi , ci lekool",Wante li des bare na lool : Jot na ñu jàngale làkki réew mi ci daara,Wante li des bare na lool : Jot na ñu jàngale làkki réew mi ci lekool,ci daara,ci lekool,jàngale,ci daara yi,", ci lekool",3,3,ci,ci,daara,lekool,NOUN,NOUN,prepositional,prepositional,Postverbal,Wolof
"Tey ji nebedaay da ñu ko di jëfandikoo daanaka ci réewu tubaab ci wàllu indistri yépp : dalee ko ci lépp lu jëm ci wàllu taaru yaram , jaar ci fa ñu di defare garab ak yeneen .",Tey ji nebedaay da ñu ko di jëfandikoo daanaka ci réewu tubaab,Tey ji nebedaay da ñu ko di jëfandikoo daanaka ci wàllu indistri yépp,Tey ji nebedaay da ñu ko di jëfandikoo daanaka ci réewu,Tey ji nebedaay da ñu ko di jëfandikoo daanaka ci wàllu,ci réew,ci wàll,jëfandikoo,ci réewu tubaab,ci wàllu indistri yépp,3,4,ci,ci,réew,wàll,NOUN,NOUN,prepositional,prepositional,Postverbal,Wolof
"Tekki bépp xeeti xam-xam , ak ci làkk wu xam-xam boobee mën a sosoo , ci sunu làkki réew mi , loolu fés na ne lu mën a am , lu war a am la .","Tekki bépp xeeti xam-xam , ak ci làkk wu xam-xam boobee mën a sosoo","Tekki bépp xeeti xam-xam , ci sunu làkki réew mi",Tekki bépp xeeti xam-xam ci làkk,Tekki bépp xeeti xam-xam ci làkki,ci làkk,ci làkk,tekki,", ak ci làkk wu xam-xam boobee mën a sosoo",", ci sunu làkki réew mi",10,6,ci,ci,làkk,làkk,NOUN,NOUN,prepositional,prepositional,Postverbal,Wolof
"Bu ñu ko fàtte fii ci Afrik , jiggéen a fi mas a fallu , di yaay , di lingeer , di ndey-ji-réew , di buur , ca Misira démb , Nibi , Meroe , ba ci Waalo ak Kajoor .","Bu ñu ko fàtte fii ci Afrik , jiggéen a fi mas a fallu , di yaay , di lingeer , di ndey-ji-réew , di buur , ca Misira démb , Nibi , Meroe","Bu ñu ko fàtte fii ci Afrik , jiggéen a fi mas a fallu , di yaay , di lingeer , di ndey-ji-réew , di buur , ba ci Waalo ak Kajoor","Bu ñu ko fàtte fii ci Afrik , jiggéen a fi mas a fallu , di yaay , di lingeer , di ndey-ji-réew , di buur ca Misira","Bu ñu ko fàtte fii ci Afrik , jiggéen a fi mas a fallu , di yaay , di lingeer , di ndey-ji-réew , di buur ba ci Waalo",ca Misira,ba ci Waalo,fallu,", ca Misira démb , Nibi , Meroe",", ba ci Waalo ak Kajoor",8,6,ca,ba ci,Misira,Waalo,PROPN,PROPN,prepositional,prepositional,Postverbal,Wolof
"Juddu-réew yépp , gannaaw ba nga xamee ne ñoom ñépp a yem ci kanamam , ñu a yem ci am sañ-sañu yóotu martaba , palaas , ak nekk ndawi nguur gi , ku ne ak li sa mën-mën may , ci lu àndul ak benn xajjaatle , lu dul li aju ci seen njàmbaar ak seen xarala .","Juddu-réew yépp , gannaaw ba nga xamee ne ñoom ñépp a yem ci kanamam , ñu a yem ci am sañ-sañu yóotu martaba , palaas , ak nekk ndawi nguur gi , ku ne ak li sa mën-mën may , ci lu àndul ak benn xajjaatle","Juddu-réew yépp , gannaaw ba nga xamee ne ñoom ñépp a yem ci kanamam , ñu a yem ci am sañ-sañu yóotu martaba , palaas , ak nekk ndawi nguur gi , ku ne ak li sa mën-mën may , lu dul li aju ci seen njàmbaar ak seen xarala","Juddu-réew yépp , gannaaw ba nga xamee ne ñoom ñépp a yem ci kanamam , ñu a yem ci am sañ-sañu yóotu martaba , palaas , ak nekk ndawi nguur gi , ku ne ak li sa mën-mën may ci lu","Juddu-réew yépp , gannaaw ba nga xamee ne ñoom ñépp a yem ci kanamam , ñu a yem ci am sañ-sañu yóotu martaba , palaas , ak nekk ndawi nguur gi , ku ne ak li sa mën-mën may lu li",ci bu,lu bi,yem,", ci lu àndul ak benn xajjaatle",", lu dul li aju ci seen njàmbaar ak seen xarala",7,11,ci,lu,bu,bi,PRON,PRON,prepositional,prepositional,Postverbal,Wolof
