Order,Len,Len_c,Semantic_closeness,Semantic_closeness_c,Lexical_frequency,Lexical_frequency_c,Predictability,Predictability_c,Pronominality,Verb,Position
1,0,0,0.22112712692707218,1,1.0842400000000004e-07,1,-0.0027937794076672295,-1,0,остана,Postverbal
1,2,1,0.016401489237999806,1,-3.8370199999999996e-06,-1,-7.426142195043894e-05,-1,0,получавам,Postverbal
1,1,1,-0.029690093897570657,-1,4.432795999999999e-05,1,0.006328892045640022,1,0,взема,Postverbal
1,10,1,0.015563100660647505,1,-4.792554799999999e-06,-1,-0.002019691697642878,-1,0,използвам,Postverbal
1,-7,-1,0.15670184850018062,1,3.53130855e-07,1,0.004985009859297396,1,0,произвеждам,Postverbal
1,3,1,0.1618891181396972,1,3.905077e-07,1,0.010529656662995046,1,0,полагам,Postverbal
1,-4,-1,-0.18122216318807463,-1,-1.66638e-06,-1,-0.0008733287029370485,-1,0,публикувам,Postverbal
1,2,1,-0.2480887739108263,-1,-2.1242955000000003e-06,-1,0.0004787050036130225,1,0,извършвам,Postverbal
1,2,1,0.03584905717954012,1,9.086999999999999e-09,1,-0.005126995040116711,-1,0,избирам,Postverbal
1,2,1,0.29050062192985776,1,1.52027e-06,1,0.005136323239216312,1,0,прегазя,Postverbal
1,5,1,0.03014974056703089,1,-6.7715786e-07,-1,-0.009827901571223652,-1,0,арестувам,Postverbal
1,3,1,0.031419976364739644,1,-2.8633330000000005e-06,-1,-0.0007572198593845947,-1,1,наградя,Postverbal
1,0,0,-0.0869991339821454,-1,2.68195e-06,1,-0.0036195084381964726,-1,0,реагирам,Postverbal
1,5,1,-0.08039831138903575,-1,-5.6363885800000004e-06,-1,-0.014013375333896294,-1,0,играя,Postverbal
1,3,1,0.02333252840808725,1,-5.027508e-07,-1,-0.0016629666050201886,-1,0,прочета,Postverbal
1,2,1,0.11822009621108642,1,6.369999999999999e-09,1,0.0018989562523532566,1,0,плащам,Postverbal
1,0,0,0.2425489658775366,1,4.453562500000001e-06,1,-0.0009486614866288656,-1,0,пътувам,Postverbal
1,0,0,-0.31788695738048084,-1,-2.2553259999999997e-06,-1,0.005109299936678635,1,0,имам,Postverbal
1,-8,-1,-0.11779446203245837,-1,1.2958263e-05,1,-0.004013399727978761,-1,0,гръмна,Postverbal
1,1,1,0.03383345574584687,1,-2.109186e-06,-1,0.009938595998367383,1,0,гостувам,Postverbal
1,1,1,-0.02857075976423415,-1,-4.557300000000001e-07,-1,-0.001941379077085359,-1,1,регистрирам,Postverbal
1,2,1,0.032977298720343745,1,-8.02308e-06,-1,0.0018731225342337732,1,0,загина,Postverbal
1,3,1,0.002457118340195824,1,-1.0607385e-06,-1,-0.0034111471119533943,-1,0,заявя,Postverbal
1,0,0,0.04643751567072493,1,1.14552e-06,1,-0.015952717682927386,-1,0,начислявам,Postverbal
1,2,1,-0.24944754782958953,-1,-2.086499755e-06,-1,-0.006818474273654007,-1,0,внасям,Postverbal
1,-2,-1,0.31662394083306294,1,1.0643667e-06,1,0.01735125215570288,1,0,евакуирам,Postverbal
1,-6,-1,-0.022050453012069343,-1,-5.969100000000001e-07,-1,0.02013517370810386,1,0,избухна,Postverbal
1,0,0,-0.04464235056363902,-1,-3.2413000000000003e-07,-1,0.003435636218414806,1,0,живея,Postverbal
1,2,1,-0.24909350236909894,-1,2.97757e-07,1,-0.0022319247422117883,-1,0,работя,Postverbal
1,1,1,0.08032118447961921,1,2.1870151999999998e-05,1,0.0003242266190217613,1,0,протестирам,Postverbal
1,-1,-1,0.001114250370056899,1,2.45612893e-06,1,-0.0013735428249455062,-1,0,съобщя,Postverbal
1,1,1,-0.05820894751164097,-1,6.024605e-06,1,-0.0005020603221805864,-1,0,изляза,Postverbal
1,0,0,0.035275347666311574,1,2.1272999999999995e-08,1,-0.0016629549828789392,-1,0,играя,Postverbal
1,-4,-1,-0.09383444806581823,-1,-4.796599999999996e-07,-1,0.012431360798361935,1,0,връча,Postverbal
1,2,1,-0.19363232383603646,-1,-9.49944e-06,-1,-0.002575666677873234,-1,0,продавам,Postverbal
1,1,1,-0.0665173965491465,-1,-1.4002000000000006e-07,-1,-0.002735465999152087,-1,0,арестувам,Postverbal
1,2,1,0.0248868535285129,1,-4.39185e-06,-1,-0.002049679418035244,-1,0,излетя,Postverbal
1,6,1,0.15066711474277894,1,5.0757e-07,1,-0.005434934762364285,-1,0,щракна,Postverbal
1,3,1,0.21544422490296505,1,1.82145625e-05,1,-0.022214216220361793,-1,0,пътувам,Postverbal
1,22,1,0.023014405403024865,1,4.639399999999999e-06,1,0.002435455429227351,1,0,победя,Postverbal
1,2,1,0.010951254765365542,1,3.366458e-05,1,0.00373938682762337,1,0,спипам,Postverbal
1,1,1,0.05755902815313832,1,1.981339e-06,1,0.0005623500048370644,1,0,завърша,Postverbal
1,-1,-1,-0.11172620212884228,-1,-1.8743050000000001e-06,-1,0.0036625973097694775,1,0,играя,Postverbal
1,0,0,0.3007396087221618,1,1.548299855e-06,1,0.008922064171635269,1,0,внасям,Postverbal
1,1,1,0.1353453976220948,1,2.598395e-06,1,-5.988828929603951e-05,-1,0,раня,Postverbal
1,-2,-1,0.0007475083997932064,1,-9.6564e-07,-1,0.002019189529727239,1,0,произведа,Postverbal
1,1,1,-0.08341323092023786,-1,-2.2070429999999997e-08,-1,0.0001411437230356971,1,0,внасям,Postverbal
0,1,1,-0.09332047367960829,-1,1.2009182999999998e-07,1,-0.013670112499514442,-1,0,умра,Postverbal
0,2,1,0.10768194403335718,1,-1.1240249e-07,-1,-0.0021410714787386542,-1,0,пътувам,Postverbal
0,0,0,0.07233546604070631,1,7.923399999999999e-08,1,0.011809366731931448,1,0,поскъпна,Postverbal
0,0,0,0.1268216850134155,1,1.34029e-07,1,-0.011744089584594164,-1,0,спадна,Postverbal
0,11,1,0.1598975984929163,1,2.7611400000000004e-06,1,0.001914463875160255,1,0,стана,Postverbal
0,-7,-1,-0.18782973749099685,-1,1.9444e-08,1,0.0014429365242702996,1,0,издирвам,Postverbal
0,-7,-1,-0.010374520075623726,-1,1.4795699999999998e-06,1,-0.029669645146602364,-1,0,стана,Postverbal
0,1,1,-0.1981259494133836,-1,2.59342e-06,1,-0.006674013379927235,-1,0,карам,Postverbal
0,1,1,-0.12693440901640796,-1,-4.560852e-06,-1,-0.01013180781031231,-1,0,застрелям,Postverbal
0,8,1,0.12548055100307473,1,-5.4983563e-07,-1,-0.01570191081686434,-1,0,гръмна,Postverbal
0,-1,-1,0.04553059233916404,1,1.09506e-05,1,0.0038642506832990975,1,0,заглуша,Postverbal
0,-2,-1,0.11596791282258924,1,1.754574e-05,1,-0.010675545097028838,-1,0,доминирам,Postverbal
0,0,0,0.278035544840311,1,3.3602320000000005e-06,1,0.019731545918463933,1,0,атакувам,Postverbal
0,-5,-1,-0.03718493226263386,-1,1.27544e-06,1,0.0034788595357887475,1,0,продам,Postverbal
0,3,1,-0.39655486459065237,-1,-2.0847109000000003e-06,-1,0.026943259325005187,1,0,стана,Postverbal
0,1,1,0.023448758297906273,1,-1.27794e-06,-1,0.002978489128258932,1,0,разговарям,Postverbal
0,0,0,-0.14963020113887812,-1,-8.69603e-06,-1,0.0066449630726508335,1,0,пристигам,Postverbal
0,0,0,-0.13018303775353007,-1,9.98109206e-08,1,0.010651286155853812,1,0,горя,Postverbal
0,-9,-1,-0.04871442612955426,-1,-2.94972922e-06,-1,0.001426272879330559,1,0,класирам,Postverbal
0,-9,-1,0.11005633785839458,1,7.67613e-06,1,0.0034439928762954874,1,0,победя,Postverbal
0,6,1,0.08809732927241429,1,2.8556300000000002e-06,1,0.005530002695978142,1,0,остана,Postverbal
0,-9,-1,0.15206976201035396,1,9.9231e-07,1,0.01442435626813654,1,0,кажа,Postverbal
0,-5,-1,-0.22263827121596452,-1,-2.2320362199999996e-05,-1,-0.011006891259308704,-1,0,заявя,Postverbal
0,2,1,0.027439411888551035,1,-3.2049900000000007e-07,-1,0.003222311458962679,1,0,заявя,Postverbal
0,-5,-1,-0.2375090984897773,-1,-2.0508999999999997e-12,-1,-0.014473094931330699,-1,0,мога,Postverbal
0,0,0,0.09674481557014286,1,6.706394000000001e-06,1,0.029319641916335903,1,0,разследвам,Postverbal
0,1,1,0.12663204077450796,1,3.2028499999999993e-06,1,0.016241280964145288,1,0,работя,Postverbal
0,-6,-1,0.19081949724489516,1,2.8627413e-06,1,6.563386415897599e-05,1,0,осъдя,Postverbal
0,-1,-1,-0.10115653393382858,-1,-2.782899999999999e-08,-1,-0.004404482517102459,-1,0,има,Postverbal
0,-4,-1,-0.03559592952756595,-1,-3.55435e-06,-1,0.001428309404268413,1,0,изградя,Postverbal
0,-1,-1,0.18476510414311167,1,1.7046700000000002e-06,1,-0.006056855850470444,-1,0,купя,Postverbal
0,0,0,-0.13046212639439292,-1,2.22013e-07,1,-0.008059123784407096,-1,0,изпратя,Postverbal
0,-11,-1,0.12569900688596036,1,1.6519e-06,1,0.006770226474833219,1,0,плащам,Postverbal
0,0,0,0.05670873228437137,1,-1.4469463e-07,-1,0.006796405433358521,1,0,пия,Postverbal
0,1,1,0.23402250398330113,1,3.98234999241e-06,1,0.01819575667303802,1,0,напусна,Postverbal
0,-2,-1,0.2573554167869939,1,-2.5170000000000033e-08,-1,-0.007655839920915952,-1,0,посрещна,Postverbal
0,-3,-1,-0.12169549849471237,-1,-4.764100000000002e-08,-1,0.0011318672984625966,1,0,намалявам,Postverbal
0,0,0,0.1369697529460808,1,1.563400000000001e-06,1,-0.0009454561582659116,-1,0,победя,Postverbal
0,6,1,-0.18160269032508652,-1,-3.20228e-07,-1,0.020382470395754193,1,0,загина,Postverbal
0,-1,-1,0.15723331391461423,1,1.9807602e-05,1,0.00035032145748675747,1,0,приема,Postverbal
0,-4,-1,-0.011184548129914762,-1,-1.880375e-06,-1,-0.012485851202492348,-1,0,приличам,Postverbal
0,3,1,0.24957167363251742,1,3.9957000000000006e-06,1,-0.001576542656830493,-1,0,разисквам,Postverbal
0,1,1,-0.1106492823732549,-1,9.11212e-06,1,0.002084048991572829,1,0,проверявам,Postverbal
0,0,0,0.16680199730290884,1,-3.09744e-07,-1,-0.014270653751371432,-1,0,работя,Postverbal
0,-2,-1,-0.14844809943215392,-1,-1.9797600000000003e-07,-1,0.0007147818160472275,1,0,изгребвам,Postverbal
0,-4,-1,0.2273629621901681,1,6.742581e-06,1,0.007675130895892557,1,0,преведа,Postverbal
0,-4,-1,-0.05918323003782895,-1,-1.411707e-05,-1,0.0004870056536201428,1,0,заплаша,Postverbal
0,1,1,-0.013285409662750547,-1,-4.7950630000000005e-08,-1,0.0056183790003130896,1,0,спя,Postverbal
0,2,1,-0.16854330111446528,-1,1.9515000000000006e-08,1,0.006334432177057425,1,0,сключа,Postverbal
0,0,0,-0.027501335788013045,-1,-2.5728878599999995e-06,-1,-0.004917286665261589,-1,0,искам,Postverbal
0,-2,-1,-0.21328541112929705,-1,1.317719563e-05,1,-0.008748087376520997,-1,0,започна,Postverbal
0,0,0,0.33020620967932923,1,-6.4369e-08,-1,0.005536280504119417,1,0,мога,Postverbal
0,-3,-1,-0.3265346203719797,-1,7.2921e-08,1,-0.022903260418345894,-1,0,загина,Postverbal
0,-2,-1,0.10599654859394335,1,6.467449e-08,1,-0.0006725534475033879,-1,0,работя,Postverbal
0,-13,-1,-0.04730441924105766,-1,-2.1839984899999996e-06,-1,0.00031484427667999304,1,0,възприемам,Postverbal
0,4,1,0.04072494764119432,1,1.8698280000000002e-05,1,-0.0028667395516928096,-1,0,настъпя,Postverbal
0,0,0,0.16025184301844278,1,3.2119206e-07,1,0.00470027631394998,1,0,вървя,Postverbal
