Sentence,Context_PP1,Context_PP2,Context_PP1_simple,Context_PP2_simple,PP1_simple,PP2_simple,Verb,PP1,PP2,PP1_len,PP2_len,Adp1,Adp2,NP1,NP2,PP1_Pronom,PP2_Pronom,PP1_Type,PP2_Type,Position,Language
ni govora v tem primeru o otrocih ne,ni govora v tem primeru,ni govora o otrocih,ni govora v primeru,ni govora o otrocih,v primer,o otrok,biti,v tem primeru,o otrocih,3,2,v,o,primer,otrok,NOUN,NOUN,prepositional,prepositional,Postverbal,Slovenian_Spoken
in smo šle po ene trikrat s križa v gozd,in smo šle po ene trikrat s križa,in smo šle po ene trikrat v gozd,in smo šle po ene trikrat s križa,in smo šle po ene trikrat v gozd,z Križ,v gozd,iti,s križa,v gozd,2,2,z,v,Križ,gozd,PROPN,NOUN,prepositional,prepositional,Postverbal,Slovenian_Spoken
v filmu za eno od metod mučenja uporabljajo priznane hite damjana murka da ali ne ?,v filmu,za eno od metod mučenja,v filmu,za eno,v film,za en,uporabljati,v filmu,za eno od metod mučenja,2,5,v,za,film,en,NOUN,NUM,prepositional,prepositional,Preverbal,Slovenian_Spoken
samo da torej v delovnih taboriščih so še kaj prej naredili z njimi ? … izmučili so jih do v bistvu do zadnjega atoma njihovega telesa a ne kolikor se še lahko delali in so na koncu od onemoglosti umrli,samo da torej v delovnih taboriščih so še kaj prej naredili z njimi ? … izmučili so jih do v bistvu do zadnjega atoma njihovega telesa a ne kolikor se še lahko delali in so na koncu,samo da torej v delovnih taboriščih so še kaj prej naredili z njimi ? … izmučili so jih do v bistvu do zadnjega atoma njihovega telesa a ne kolikor se še lahko delali in so od onemoglosti,samo da torej v delovnih taboriščih so še kaj prej naredili z njimi ? … izmučili so jih do v bistvu do zadnjega atoma njihovega telesa a ne kolikor se še lahko delali in so na koncu,samo da torej v delovnih taboriščih so še kaj prej naredili z njimi ? … izmučili so jih do v bistvu do zadnjega atoma njihovega telesa a ne kolikor se še lahko delali in so od onemoglosti,na konec,od onemoglost,umreti,na koncu,od onemoglosti,2,2,na,od,konec,onemoglost,NOUN,NOUN,prepositional,prepositional,Preverbal,Slovenian_Spoken
[name:personal] me je zadnjič vprašala ko sem bila v petek pri njej,[name:personal] me je zadnjič vprašala ko sem bila v petek,[name:personal] me je zadnjič vprašala ko sem bila pri njej,[name:personal] me je zadnjič vprašala ko sem bila v petek,[name:personal] me je zadnjič vprašala ko sem bila pri njej,v petek,pri on,biti,v petek,pri njej,2,2,v,pri,petek,on,NOUN,PRON,prepositional,prepositional,Postverbal,Slovenian_Spoken
ja predvsem gre v prvi vrsti za preventivne ukrepe [:voice] mislim da je lahko zelo preprost primer,ja predvsem gre v prvi vrsti,ja predvsem gre za preventivne ukrepe,ja predvsem gre v vrsti,ja predvsem gre za ukrepe,v vrsta,za ukrep,iti,v prvi vrsti,za preventivne ukrepe,3,3,v,za,vrsta,ukrep,NOUN,NOUN,prepositional,prepositional,Postverbal,Slovenian_Spoken
eee in to je ta ki je bil zdaj tudi sicer pol mislim da je bil oproščen ali kako ampak je bil na zatožni klopi zaradi onega nesrečnega [name:personal],eee in to je ta ki je bil zdaj tudi sicer pol mislim da je bil oproščen ali kako ampak je bil na zatožni klopi,eee in to je ta ki je bil zdaj tudi sicer pol mislim da je bil oproščen ali kako ampak je bil zaradi onega nesrečnega [name:personal],eee in to je ta ki je bil zdaj tudi sicer pol mislim da je bil oproščen ali kako ampak je bil na klopi,eee in to je ta ki je bil zdaj tudi sicer pol mislim da je bil oproščen ali kako ampak je bil zaradi [name:personal],na klop,zaradi [name:personal],biti,na zatožni klopi,zaradi onega nesrečnega [name:personal],3,4,na,zaradi,klop,[name:personal],NOUN,PROPN,prepositional,prepositional,Postverbal,Slovenian_Spoken
kdor je v bolniški na koncu ko gre v penzion pač se mu to nekako odšteje tisti ki pa nikoli ni bil v bolniški dobijo pa celo denar nazaj,kdor je v bolniški,kdor je na koncu ko gre v penzion,kdor je v bolniški,kdor je na koncu,v bolniški,na konec,biti,v bolniški,na koncu ko gre v penzion,2,6,v,na,bolniški,konec,ADJ,NOUN,prepositional,prepositional,Postverbal,Slovenian_Spoken
tu se je oziroma zašla v ta nariti sneg tist [gap] po tisti oziroma pred prelomnico,tu se je oziroma zašla v ta nariti sneg,tu se je oziroma zašla tist [gap] po tisti oziroma pred prelomnico,tu se je oziroma zašla v sneg,tu se je oziroma zašla po tisti,v sneg,po tisti,zaiti,v ta nariti sneg,tist [gap] po tisti oziroma pred prelomnico,4,7,v,po,sneg,tisti,NOUN,DET,prepositional,prepositional,Postverbal,Slovenian_Spoken
sprejemamo ljudi med sedemnajstimi enaindvajsetimi leti na mednarodno izmenjavo v tujino in sprejemamo dva eee tujca,sprejemamo ljudi med sedemnajstimi enaindvajsetimi leti,sprejemamo ljudi na mednarodno izmenjavo v tujino,sprejemamo ljudi med leti,sprejemamo ljudi na izmenjavo,med leto,na izmenjava,sprejemati,med sedemnajstimi enaindvajsetimi leti,na mednarodno izmenjavo v tujino,4,5,med,na,leto,izmenjava,NOUN,NOUN,prepositional,prepositional,Postverbal,Slovenian_Spoken
med glasnim trobljenjem je z avtom rinil tako daleč da je zapeljal v noge našega snemalca [incident] ojoj,med glasnim trobljenjem,z avtom,med trobljenjem,z avtom,med trobljenje,z avto,riniti,med glasnim trobljenjem,z avtom,3,2,med,z,trobljenje,avto,NOUN,NOUN,prepositional,prepositional,Preverbal,Slovenian_Spoken
zato bomo pogledali kaj pravi o dialektiki v mmm pravzaprav nenaključnem tekstu na koncu znanosti logike iz leta tisoč osemsto šestnajst,zato bomo pogledali kaj pravi o dialektiki,zato bomo pogledali kaj pravi v mmm pravzaprav nenaključnem tekstu na koncu znanosti logike iz leta tisoč osemsto šestnajst,zato bomo pogledali kaj pravi o dialektiki,zato bomo pogledali kaj pravi v tekstu,o dialektika,v tekst,praviti,o dialektiki,v mmm pravzaprav nenaključnem tekstu na koncu znanosti logike iz leta tisoč osemsto šestnajst,2,14,o,v,dialektika,tekst,NOUN,NOUN,prepositional,prepositional,Postverbal,Slovenian_Spoken
kajti v končni fazi bo eden dal čez eee a štiri čez polovico eno sliko pa bo en dva tri petnajst strani,kajti v končni fazi bo eden dal čez eee a štiri,kajti v končni fazi bo eden dal čez polovico,kajti v končni fazi bo eden dal čez a,kajti v končni fazi bo eden dal čez polovico,čez a,čez polovica,dati,čez eee a štiri,čez polovico,4,2,čez,čez,a,polovica,NOUN,NOUN,prepositional,prepositional,Postverbal,Slovenian_Spoken
in mi smo potem od aaa februarja dva tisoč štiri naprej rotirali v jordaniji v centru oziroma operaciji jiptc eee določeno število policistov vsako leto enkrat pa se o tem v naši javnosti sploh nismo pogovarjali,in mi smo potem od aaa februarja dva tisoč štiri naprej rotirali v jordaniji v centru oziroma operaciji jiptc eee določeno število policistov vsako leto enkrat pa se o tem,in mi smo potem od aaa februarja dva tisoč štiri naprej rotirali v jordaniji v centru oziroma operaciji jiptc eee določeno število policistov vsako leto enkrat pa se v naši javnosti,in mi smo potem od aaa februarja dva tisoč štiri naprej rotirali v jordaniji v centru oziroma operaciji jiptc eee določeno število policistov vsako leto enkrat pa se o tem,in mi smo potem od aaa februarja dva tisoč štiri naprej rotirali v jordaniji v centru oziroma operaciji jiptc eee določeno število policistov vsako leto enkrat pa se v javnosti,o ta,v javnost,pogovarjati,o tem,v naši javnosti,2,3,o,v,ta,javnost,DET,NOUN,prepositional,prepositional,Preverbal,Slovenian_Spoken
namreč od januarja dalje se ne pričakuje več da bi inštruktorji sodelovali v urjenju aaa iraških varnostnih sil oziroma njihovih častnikov in in podčastnikov v okviru obrambne akademije ki jo omenjate v [gap] temveč se pričakuje da bodo ti inštruktorji hodili v posamezne vojašnice po celotnem ozemlju iraka,namreč od januarja dalje se ne pričakuje več da bi inštruktorji sodelovali v urjenju aaa iraških varnostnih sil oziroma njihovih častnikov in in podčastnikov,namreč od januarja dalje se ne pričakuje več da bi inštruktorji sodelovali v okviru obrambne akademije ki jo omenjate v,namreč od januarja dalje se ne pričakuje več da bi inštruktorji sodelovali v urjenju,namreč od januarja dalje se ne pričakuje več da bi inštruktorji sodelovali v okviru,v urjenje,v okvir,sodelovati,v urjenju aaa iraških varnostnih sil oziroma njihovih častnikov in in podčastnikov,v okviru obrambne akademije ki jo omenjate v,12,8,v,v,urjenje,okvir,NOUN,NOUN,prepositional,prepositional,Postverbal,Slovenian_Spoken
namreč od januarja dalje se ne pričakuje več da bi inštruktorji sodelovali v urjenju aaa iraških varnostnih sil oziroma njihovih častnikov in in podčastnikov v okviru obrambne akademije ki jo omenjate v [gap] temveč se pričakuje da bodo ti inštruktorji hodili v posamezne vojašnice po celotnem ozemlju iraka,namreč od januarja dalje se ne pričakuje več da bi inštruktorji sodelovali v urjenju aaa iraških varnostnih sil oziroma njihovih častnikov in in podčastnikov v okviru obrambne akademije ki jo omenjate v [gap] temveč se pričakuje da bodo ti inštruktorji hodili v posamezne vojašnice,namreč od januarja dalje se ne pričakuje več da bi inštruktorji sodelovali v urjenju aaa iraških varnostnih sil oziroma njihovih častnikov in in podčastnikov v okviru obrambne akademije ki jo omenjate v [gap] temveč se pričakuje da bodo ti inštruktorji hodili po celotnem ozemlju iraka,namreč od januarja dalje se ne pričakuje več da bi inštruktorji sodelovali v urjenju aaa iraških varnostnih sil oziroma njihovih častnikov in in podčastnikov v okviru obrambne akademije ki jo omenjate v [gap] temveč se pričakuje da bodo ti inštruktorji hodili v vojašnice,namreč od januarja dalje se ne pričakuje več da bi inštruktorji sodelovali v urjenju aaa iraških varnostnih sil oziroma njihovih častnikov in in podčastnikov v okviru obrambne akademije ki jo omenjate v [gap] temveč se pričakuje da bodo ti inštruktorji hodili po ozemlju,v vojašnica,po ozemlje,hoditi,v posamezne vojašnice,po celotnem ozemlju iraka,3,4,v,po,vojašnica,ozemlje,NOUN,NOUN,prepositional,prepositional,Postverbal,Slovenian_Spoken
predavala gos [gap] bo gospa doktor [name:personal] [name:surname] ki je kolikor jaz vem edina v sloveniji ki se poklicno bavi s tem vprašanjem pri umarju urad eee republike slovenije za makroekonomiko če prav če sem prav razložil,predavala gos [gap] bo gospa doktor [name:personal] [name:surname] ki je kolikor jaz vem edina v sloveniji ki se poklicno bavi s tem vprašanjem,predavala gos [gap] bo gospa doktor [name:personal] [name:surname] ki je kolikor jaz vem edina v sloveniji ki se poklicno bavi pri umarju urad eee republike slovenije za makroekonomiko,predavala gos [gap] bo gospa doktor [name:personal] [name:surname] ki je kolikor jaz vem edina v sloveniji ki se poklicno bavi s vprašanjem,predavala gos [gap] bo gospa doktor [name:personal] [name:surname] ki je kolikor jaz vem edina v sloveniji ki se poklicno bavi pri umarju,z vprašanje,pri Umar,baviti,s tem vprašanjem,pri umarju urad eee republike slovenije za makroekonomiko,3,8,z,pri,vprašanje,Umar,NOUN,PROPN,prepositional,prepositional,Postverbal,Slovenian_Spoken
ja smo bili na rojstnem dnevu pri njej zdaj … ni te bilo ne ja,ja smo bili na rojstnem dnevu,ja smo bili pri njej,ja smo bili na dnevu,ja smo bili pri njej,na dan,pri on,biti,na rojstnem dnevu,pri njej,3,2,na,pri,dan,on,NOUN,PRON,prepositional,prepositional,Postverbal,Slovenian_Spoken
danes kot sem že rekel igra na levi in se bo z lewandowskym ki bo prihajal pred severnoirski gol po poljski desni strani bržkone večkrat srečal,danes kot sem že rekel igra na levi in se bo z lewandowskym ki bo prihajal pred severnoirski gol,danes kot sem že rekel igra na levi in se bo z lewandowskym ki bo prihajal po poljski desni strani,danes kot sem že rekel igra na levi in se bo z lewandowskym ki bo prihajal pred gol,danes kot sem že rekel igra na levi in se bo z lewandowskym ki bo prihajal po strani,pred gol,po stran,prihajati,pred severnoirski gol,po poljski desni strani,3,4,pred,po,gol,stran,NOUN,NOUN,prepositional,prepositional,Postverbal,Slovenian_Spoken
[name:personal] [name:surname] je točno opoldne tako prišel v predsedniško palačo na srečanje z [name:personal] [name:surname],[name:personal] [name:surname] je točno opoldne tako prišel v predsedniško palačo,[name:personal] [name:surname] je točno opoldne tako prišel na srečanje z [name:personal] [name:surname],[name:personal] [name:surname] je točno opoldne tako prišel v palačo,[name:personal] [name:surname] je točno opoldne tako prišel na srečanje,v palača,na srečanje,priti,v predsedniško palačo,na srečanje z [name:personal] [name:surname],3,5,v,na,palača,srečanje,NOUN,NOUN,prepositional,prepositional,Postverbal,Slovenian_Spoken
kar se tiče mure bil sem v tej tovarni eee nekajkrat v zadnjih letih nazadnje pred dvanajstimi dnevi,kar se tiče mure bil sem v tej tovarni,kar se tiče mure bil sem v zadnjih letih nazadnje pred dvanajstimi dnevi,kar se tiče mure bil sem v tovarni,kar se tiče mure bil sem v letih,v tovarna,v leto,biti,v tej tovarni,v zadnjih letih nazadnje pred dvanajstimi dnevi,3,7,v,v,tovarna,leto,NOUN,NOUN,prepositional,prepositional,Postverbal,Slovenian_Spoken
eee govoril sem v tem mandatu s tretjo oziroma z drugo upravo eee z tretjo v zadnjih petih letih,eee govoril sem v tem mandatu,eee govoril sem eee z tretjo v zadnjih petih letih,eee govoril sem v mandatu,eee govoril sem z tretjo,v mandat,z tretji,govoriti,v tem mandatu,eee z tretjo v zadnjih petih letih,3,7,v,z,mandat,tretji,NOUN,ADJ,prepositional,prepositional,Postverbal,Slovenian_Spoken
popolnoma na podoben način tudi pri nas deluje,popolnoma na podoben način,pri nas,na način,pri nas,na način,pri jaz,delovati,popolnoma na podoben način,pri nas,4,2,na,pri,način,jaz,NOUN,PRON,prepositional,prepositional,Preverbal,Slovenian_Spoken
eee hrvaški predsednik stipe mesič je rekel da so med drugo svetovno vojno istro vse do trsta osvojili hrvaški partizani in da bi morala biti slovenija hvaležna saj bi sicer gledala na morje z oddaljenosti dvajsetih kilometrov,eee hrvaški predsednik stipe mesič je rekel da so med drugo svetovno vojno istro vse do trsta osvojili hrvaški partizani in da bi morala biti slovenija hvaležna saj bi sicer gledala na morje,eee hrvaški predsednik stipe mesič je rekel da so med drugo svetovno vojno istro vse do trsta osvojili hrvaški partizani in da bi morala biti slovenija hvaležna saj bi sicer gledala z oddaljenosti dvajsetih kilometrov,eee hrvaški predsednik stipe mesič je rekel da so med drugo svetovno vojno istro vse do trsta osvojili hrvaški partizani in da bi morala biti slovenija hvaležna saj bi sicer gledala na morje,eee hrvaški predsednik stipe mesič je rekel da so med drugo svetovno vojno istro vse do trsta osvojili hrvaški partizani in da bi morala biti slovenija hvaležna saj bi sicer gledala z oddaljenosti,na morje,z oddaljenost,gledati,na morje,z oddaljenosti dvajsetih kilometrov,2,4,na,z,morje,oddaljenost,NOUN,NOUN,prepositional,prepositional,Postverbal,Slovenian_Spoken
eem potem ta voda gre v druge dele rastline pa se p [gap] tudi predela v sladkor s fotosintezo,eem potem ta voda gre v druge dele rastline pa se p [gap] tudi predela v sladkor,eem potem ta voda gre v druge dele rastline pa se p [gap] tudi predela s fotosintezo,eem potem ta voda gre v druge dele rastline pa se p [gap] tudi predela v sladkor,eem potem ta voda gre v druge dele rastline pa se p [gap] tudi predela s fotosintezo,v sladkor,z fotosinteza,predelati,v sladkor,s fotosintezo,2,2,v,z,sladkor,fotosinteza,NOUN,NOUN,prepositional,prepositional,Postverbal,Slovenian_Spoken
