Sentence,Context_PP1,Context_PP2,Context_PP1_simple,Context_PP2_simple,PP1_simple,PP2_simple,Verb,PP1,PP2,PP1_len,PP2_len,Adp1,Adp2,NP1,NP2,PP1_Pronom,PP2_Pronom,PP1_Type,PP2_Type,Position,Language
Viņa drebošām rokām velk no matiem pa vienai sprādzei un liek uz spoguļgalda .,Viņa drebošām rokām velk no matiem,Viņa drebošām rokām velk pa vienai sprādzei,Viņa drebošām rokām velk no matiem,Viņa drebošām rokām velk pa sprādzei,no mats,pa sprādze,vilkt,no matiem,pa vienai sprādzei,2,3,no,pa,mats,sprādze,NOUN,NOUN,prepositional,prepositional,Postverbal,Latvian
"Viņš tādos vakaros gaidīja mani uz mūsu ielas stūra , sēdēja , savas mašīnas siltajā , smacīgajā tumsā paslēpies , ugunis izslēdzis , smēķēja , domāja , gaidīja ; es nācu steidzīgiem soļiem , nosalušās rokas dziļi mēteļa kabatās , zodu paslēpusi pūkainajā mākslīgas zvērādas apkaklē , katrā solī un sirdspukstā apzinādamās , ka viņš mani redz , mani vēro , smēķē , gaida , kaut ko domā , gaida ; es esmu neveikla , es vienmēr esmu jutusies neveikla , mazliet par garu , mazliet par platu , man trūkst līdzsvara sajūtas , un melno pēdu raksts uz baltā trotuāra celiņa aiz manis stiepjas drusku juceklīgs , pie mašīnas durtiņām tas aprausies pēkšņi , bet tik un tā pēc pārdesmit minūtēm viss jau atkal būs balts vai arī citas pēdas nojauks manējo rakstu ; viņš atver durtiņas , kad esmu dažus soļus no mašīnas , pārliecas pāri pasažieru sēdeklim , - klikt - tās ir vaļā tieši tai mirklī , kad es esmu klāt , es iesēžos žigli , viņš pārlaiž steidzīgu skatu ielai - neviens nav redzējis - un tai pašā acumirklī saņem manus aukstos pirkstus savā lielajā plaukstā , viegls skūpsts uz lūpām , - nu sveika , saule .","Viņš tādos vakaros gaidīja mani uz mūsu ielas stūra , sēdēja , savas mašīnas siltajā , smacīgajā tumsā paslēpies , ugunis izslēdzis , smēķēja , domāja , gaidīja ; es nācu steidzīgiem soļiem , nosalušās rokas dziļi mēteļa kabatās , zodu paslēpusi pūkainajā mākslīgas zvērādas apkaklē , katrā solī un sirdspukstā apzinādamās , ka viņš mani redz , mani vēro , smēķē , gaida , kaut ko domā , gaida ; es esmu neveikla , es vienmēr esmu jutusies neveikla , mazliet par garu , mazliet par platu , man trūkst līdzsvara sajūtas , un melno pēdu raksts uz baltā trotuāra celiņa","Viņš tādos vakaros gaidīja mani uz mūsu ielas stūra , sēdēja , savas mašīnas siltajā , smacīgajā tumsā paslēpies , ugunis izslēdzis , smēķēja , domāja , gaidīja ; es nācu steidzīgiem soļiem , nosalušās rokas dziļi mēteļa kabatās , zodu paslēpusi pūkainajā mākslīgas zvērādas apkaklē , katrā solī un sirdspukstā apzinādamās , ka viņš mani redz , mani vēro , smēķē , gaida , kaut ko domā , gaida ; es esmu neveikla , es vienmēr esmu jutusies neveikla , mazliet par garu , mazliet par platu , man trūkst līdzsvara sajūtas , un melno pēdu raksts aiz manis","Viņš tādos vakaros gaidīja mani uz mūsu ielas stūra , sēdēja , savas mašīnas siltajā , smacīgajā tumsā paslēpies , ugunis izslēdzis , smēķēja , domāja , gaidīja ; es nācu steidzīgiem soļiem , nosalušās rokas dziļi mēteļa kabatās , zodu paslēpusi pūkainajā mākslīgas zvērādas apkaklē , katrā solī un sirdspukstā apzinādamās , ka viņš mani redz , mani vēro , smēķē , gaida , kaut ko domā , gaida ; es esmu neveikla , es vienmēr esmu jutusies neveikla , mazliet par garu , mazliet par platu , man trūkst līdzsvara sajūtas , un melno pēdu raksts uz celiņa","Viņš tādos vakaros gaidīja mani uz mūsu ielas stūra , sēdēja , savas mašīnas siltajā , smacīgajā tumsā paslēpies , ugunis izslēdzis , smēķēja , domāja , gaidīja ; es nācu steidzīgiem soļiem , nosalušās rokas dziļi mēteļa kabatās , zodu paslēpusi pūkainajā mākslīgas zvērādas apkaklē , katrā solī un sirdspukstā apzinādamās , ka viņš mani redz , mani vēro , smēķē , gaida , kaut ko domā , gaida ; es esmu neveikla , es vienmēr esmu jutusies neveikla , mazliet par garu , mazliet par platu , man trūkst līdzsvara sajūtas , un melno pēdu raksts aiz manis",uz celiņš,aiz es,stiepties,uz baltā trotuāra celiņa,aiz manis,4,2,uz,aiz,celiņš,es,NOUN,PRON,prepositional,prepositional,Preverbal,Latvian
"Gulta šeit nav tāda kā reanimācijā , gulēt ir neērti , un naktis es bieži pavadu sāpēs un nomodā , veroties gaismā , kas iespīd no slimnīcas gaiteņa pa palātas durvju stikloto lodziņu un ieklausoties nakts skaņās - kāds vaids blakusistabā , klepus , telefona zvans , klusināta medmāsas balss .","Gulta šeit nav tāda kā reanimācijā , gulēt ir neērti , un naktis es bieži pavadu sāpēs un nomodā , veroties gaismā , kas iespīd no slimnīcas gaiteņa","Gulta šeit nav tāda kā reanimācijā , gulēt ir neērti , un naktis es bieži pavadu sāpēs un nomodā , veroties gaismā , kas iespīd pa palātas durvju stikloto lodziņu","Gulta šeit nav tāda kā reanimācijā , gulēt ir neērti , un naktis es bieži pavadu sāpēs un nomodā , veroties gaismā , kas iespīd no gaiteņa","Gulta šeit nav tāda kā reanimācijā , gulēt ir neērti , un naktis es bieži pavadu sāpēs un nomodā , veroties gaismā , kas iespīd pa lodziņu",no gaitenis,pa lodziņš,iespīdēt,no slimnīcas gaiteņa,pa palātas durvju stikloto lodziņu,3,5,no,pa,gaitenis,lodziņš,NOUN,NOUN,prepositional,prepositional,Postverbal,Latvian
"Dzīvs kaķis , dzīvs , sākot no smalkajām , gaišajām spalviņām ausu galos līdz pat gludā ķermeņa astes galiņam .","Dzīvs kaķis , dzīvs , sākot no smalkajām , gaišajām spalviņām ausu galos","Dzīvs kaķis , dzīvs , sākot līdz pat gludā ķermeņa astes galiņam","Dzīvs kaķis , dzīvs , sākot no spalviņām","Dzīvs kaķis , dzīvs , sākot līdz galiņam",no spalviņa,līdz galiņš,sākt,"no smalkajām , gaišajām spalviņām ausu galos",līdz pat gludā ķermeņa astes galiņam,7,6,no,līdz,spalviņa,galiņš,NOUN,NOUN,prepositional,prepositional,Postverbal,Latvian
"Pirmstermiņa atjaunināšana ir visai populāra , un mūsdienās nav daudz tādu cilvēku kā es , kas vēlas nodzīvot līdz laimīgiem septiņdesmit bez ķermeņa nomaiņas .","Pirmstermiņa atjaunināšana ir visai populāra , un mūsdienās nav daudz tādu cilvēku kā es , kas vēlas nodzīvot līdz laimīgiem septiņdesmit","Pirmstermiņa atjaunināšana ir visai populāra , un mūsdienās nav daudz tādu cilvēku kā es , kas vēlas nodzīvot bez ķermeņa nomaiņas","Pirmstermiņa atjaunināšana ir visai populāra , un mūsdienās nav daudz tādu cilvēku kā es , kas vēlas nodzīvot līdz laimīgiem","Pirmstermiņa atjaunināšana ir visai populāra , un mūsdienās nav daudz tādu cilvēku kā es , kas vēlas nodzīvot bez nomaiņas",līdz laimīgs,bez nomaiņa,nodzīvot,līdz laimīgiem septiņdesmit,bez ķermeņa nomaiņas,3,3,līdz,bez,laimīgs,nomaiņa,ADJ,NOUN,prepositional,prepositional,Postverbal,Latvian
"Helēna piecēlās no sola , apsēdās zālītē pie valriekstu koka , ērti atspieda muguru , kājas izlika plati tāpat kā Eleonora , kad viņa grūta atpūtās pie nodevēju pieminekļa uz salas , un , sevi mierinot , pastāstīja Adalbertam par Lielo līgavu .","Helēna piecēlās no sola , apsēdās zālītē pie valriekstu koka , ērti atspieda muguru , kājas izlika plati tāpat kā Eleonora , kad viņa grūta atpūtās pie nodevēju pieminekļa","Helēna piecēlās no sola , apsēdās zālītē pie valriekstu koka , ērti atspieda muguru , kājas izlika plati tāpat kā Eleonora , kad viņa grūta atpūtās uz salas","Helēna piecēlās no sola , apsēdās zālītē pie valriekstu koka , ērti atspieda muguru , kājas izlika plati tāpat kā Eleonora , kad viņa grūta atpūtās pie pieminekļa","Helēna piecēlās no sola , apsēdās zālītē pie valriekstu koka , ērti atspieda muguru , kājas izlika plati tāpat kā Eleonora , kad viņa grūta atpūtās uz salas",pie piemineklis,uz sala,atpūsties,pie nodevēju pieminekļa,uz salas,3,2,pie,uz,piemineklis,sala,NOUN,NOUN,prepositional,prepositional,Postverbal,Latvian
"Dzīvnieki bija netīri , cirka inventārs nolietots , bet no jautrā čehu artistu seksteta nāca tāda aizrautība , it kā viņi pildītu sev vien zināmu misiju , nevis vilktu dzīvību , klīzdami no vienas Krievijas pilsētas uz citu , un tagad cauri Baltijas valstīm pamazām tuvodamies dzimtajai Padurbicei .","Dzīvnieki bija netīri , cirka inventārs nolietots , bet no jautrā čehu artistu seksteta nāca tāda aizrautība , it kā viņi pildītu sev vien zināmu misiju , nevis vilktu dzīvību , klīzdami no vienas Krievijas pilsētas","Dzīvnieki bija netīri , cirka inventārs nolietots , bet no jautrā čehu artistu seksteta nāca tāda aizrautība , it kā viņi pildītu sev vien zināmu misiju , nevis vilktu dzīvību , klīzdami uz citu","Dzīvnieki bija netīri , cirka inventārs nolietots , bet no jautrā čehu artistu seksteta nāca tāda aizrautība , it kā viņi pildītu sev vien zināmu misiju , nevis vilktu dzīvību , klīzdami no pilsētas","Dzīvnieki bija netīri , cirka inventārs nolietots , bet no jautrā čehu artistu seksteta nāca tāda aizrautība , it kā viņi pildītu sev vien zināmu misiju , nevis vilktu dzīvību , klīzdami uz citu",no pilsēta,uz cits,klīst,no vienas Krievijas pilsētas,uz citu,4,2,no,uz,pilsēta,cits,NOUN,PRON,prepositional,prepositional,Postverbal,Latvian
"Dažreiz viņām tika divas galvas , kas cēlās no augšas uz leju , un to varēja skatīt viennozīmīgi , jo šai laikā galvenā ir rotaļa .","Dažreiz viņām tika divas galvas , kas cēlās no augšas","Dažreiz viņām tika divas galvas , kas cēlās uz leju","Dažreiz viņām tika divas galvas , kas cēlās no augšas","Dažreiz viņām tika divas galvas , kas cēlās uz leju",no augša,uz leja,celties,no augšas,uz leju,2,2,no,uz,augša,leja,NOUN,NOUN,prepositional,prepositional,Postverbal,Latvian
Garām slīdēja ar krāsu uz sienām uzvilkti stāvu numuri .,Garām slīdēja ar krāsu,Garām slīdēja uz sienām,Garām slīdēja ar krāsu,Garām slīdēja uz sienām,ar krāsa,uz siena,uzvilkt,ar krāsu,uz sienām,2,2,ar,uz,krāsa,siena,NOUN,NOUN,prepositional,prepositional,Preverbal,Latvian
Lēnām vilkos pa Vidzemes šoseju uz priekšu .,Lēnām vilkos pa Vidzemes šoseju,Lēnām vilkos uz priekšu,Lēnām vilkos pa šoseju,Lēnām vilkos uz priekšu,pa šoseja,uz priekša,vilkties,pa Vidzemes šoseju,uz priekšu,3,2,pa,uz,šoseja,priekša,NOUN,NOUN,prepositional,prepositional,Postverbal,Latvian
"Mijoties saulainām un lietainām dienām , no 29. jūnija līdz 6. jūlijam Jelgavā piedzimušas 13 meitiņas un 18 puikas .","Mijoties saulainām un lietainām dienām , no 29. jūnija","Mijoties saulainām un lietainām dienām , līdz 6. jūlijam","Mijoties saulainām un lietainām dienām , no jūnija","Mijoties saulainām un lietainām dienām , līdz jūlijam",no jūnijs,līdz jūlijs,piedzimt,no 29. jūnija,līdz 6. jūlijam,3,3,no,līdz,jūnijs,jūlijs,NOUN,NOUN,prepositional,prepositional,Preverbal,Latvian
"2014. gads Hosē Karerasa dzīvē iezīmējās ar sensacionālu notikumu - pēc astoņu gadu pārtraukuma viņš atgriezās uz operas skatuves , turklāt ar titullomu pavisam jaunā operā , austriešu komponista Kristiāna Kolonovica El Juez ( Tiesnesis ) .",2014. gads Hosē Karerasa dzīvē iezīmējās ar sensacionālu notikumu - pēc astoņu gadu pārtraukuma viņš atgriezās uz operas skatuves,"2014. gads Hosē Karerasa dzīvē iezīmējās ar sensacionālu notikumu - pēc astoņu gadu pārtraukuma viņš atgriezās , turklāt ar titullomu pavisam jaunā operā , austriešu komponista Kristiāna Kolonovica El Juez ( Tiesnesis )",2014. gads Hosē Karerasa dzīvē iezīmējās ar sensacionālu notikumu - pēc astoņu gadu pārtraukuma viņš atgriezās uz skatuves,2014. gads Hosē Karerasa dzīvē iezīmējās ar sensacionālu notikumu - pēc astoņu gadu pārtraukuma viņš atgriezās ar titullomu,uz skatuve,ar titulloma,atgriezties,uz operas skatuves,", turklāt ar titullomu pavisam jaunā operā , austriešu komponista Kristiāna Kolonovica El Juez ( Tiesnesis )",3,17,uz,ar,skatuve,titulloma,NOUN,NOUN,prepositional,prepositional,Postverbal,Latvian
"Skaties - TB / LNNK , 2003. gads , viņi nobrauca uz leju līdz sešiem septiņiem procentiem , un tagad skaties - 2004. gads , Eiropas Parlamenta vēlēšanas , un viņi uzrāva apmēram līdz 13 procentiem .","Skaties - TB / LNNK , 2003. gads , viņi nobrauca uz leju","Skaties - TB / LNNK , 2003. gads , viņi nobrauca līdz sešiem septiņiem procentiem","Skaties - TB / LNNK , 2003. gads , viņi nobrauca uz leju","Skaties - TB / LNNK , 2003. gads , viņi nobrauca līdz procentiem",uz leja,līdz procents,nobraukt,uz leju,līdz sešiem septiņiem procentiem,2,4,uz,līdz,leja,procents,NOUN,NOUN,prepositional,prepositional,Postverbal,Latvian
"2003. gads - Jaunais laiks faktiski viena mēneša laikā uzrāva no 20 uz 30 procentiem , tā noturējās trīs mēnešus , tad pamatīgi nokrita .",2003. gads - Jaunais laiks faktiski viena mēneša laikā uzrāva no 20,2003. gads - Jaunais laiks faktiski viena mēneša laikā uzrāva uz 30 procentiem,2003. gads - Jaunais laiks faktiski viena mēneša laikā uzrāva no 20,2003. gads - Jaunais laiks faktiski viena mēneša laikā uzrāva uz procentiem,no 20,uz procents,uzraut,no 20,uz 30 procentiem,2,3,no,uz,20,procents,NUM,NOUN,prepositional,prepositional,Postverbal,Latvian
No 3. līdz 18. jūlijam zādzība pastrādāta Bauskas novada Ceraukstes pagastā .,No 3.,līdz 18. jūlijam,No 3.,līdz jūlijam,no 3.,līdz jūlijs,pastrādāt,No 3.,līdz 18. jūlijam,2,3,no,līdz,3.,jūlijs,ADJ,NOUN,prepositional,prepositional,Preverbal,Latvian
"Tā ir iela , kas stiepjas no valstij piederošā ceļa garām individuālajām dzīvojamajām mājām līdz skolas ēkai .","Tā ir iela , kas stiepjas no valstij piederošā ceļa","Tā ir iela , kas stiepjas līdz skolas ēkai","Tā ir iela , kas stiepjas no ceļa","Tā ir iela , kas stiepjas līdz ēkai",no ceļš,līdz ēka,stiepties,no valstij piederošā ceļa,līdz skolas ēkai,4,3,no,līdz,ceļš,ēka,NOUN,NOUN,prepositional,prepositional,Postverbal,Latvian
Līdz marta vidum uz Latvijas bīstamākajiem ceļu posmiem plānots uzstādīt 11 šādas interaktīvas ceļa zīmes .,Līdz marta vidum,uz Latvijas bīstamākajiem ceļu posmiem,Līdz vidum,uz posmiem,līdz vidus,uz posms,plānot,Līdz marta vidum,uz Latvijas bīstamākajiem ceļu posmiem,3,5,līdz,uz,vidus,posms,NOUN,NOUN,prepositional,prepositional,Preverbal,Latvian
"Stāvā nogāze pavērsta pret dienvidiem , tādēļ vīnogu ķekari pilnībā izbauda saules starus no agra rīta līdz vēlam vakaram un no ziemeļu vējiem ir pasargāta .","Stāvā nogāze pavērsta pret dienvidiem , tādēļ vīnogu ķekari pilnībā izbauda saules starus no agra rīta","Stāvā nogāze pavērsta pret dienvidiem , tādēļ vīnogu ķekari pilnībā izbauda saules starus līdz vēlam vakaram","Stāvā nogāze pavērsta pret dienvidiem , tādēļ vīnogu ķekari pilnībā izbauda saules starus no rīta","Stāvā nogāze pavērsta pret dienvidiem , tādēļ vīnogu ķekari pilnībā izbauda saules starus līdz vakaram",no rīts,līdz vakars,izbaudīt,no agra rīta,līdz vēlam vakaram,3,3,no,līdz,rīts,vakars,NOUN,NOUN,prepositional,prepositional,Postverbal,Latvian
"Ar saviem audzēkņiem viņa devās pārgājienos , ekskursijās , piedalījās kopīgos skolas pasākumos un pat aizlidoja uz piecām dienām uz Londonu .","Ar saviem audzēkņiem viņa devās pārgājienos , ekskursijās , piedalījās kopīgos skolas pasākumos un pat aizlidoja uz piecām dienām","Ar saviem audzēkņiem viņa devās pārgājienos , ekskursijās , piedalījās kopīgos skolas pasākumos un pat aizlidoja uz Londonu","Ar saviem audzēkņiem viņa devās pārgājienos , ekskursijās , piedalījās kopīgos skolas pasākumos un pat aizlidoja uz dienām","Ar saviem audzēkņiem viņa devās pārgājienos , ekskursijās , piedalījās kopīgos skolas pasākumos un pat aizlidoja uz Londonu",uz diena,uz Londona,aizlidot,uz piecām dienām,uz Londonu,3,2,uz,uz,diena,Londona,NOUN,PROPN,prepositional,prepositional,Postverbal,Latvian
"Vai var saskaitīt , cik cilvēku bijis pie Elijas ar savām vajadzībām , un viņa katram sniegusi padomu : kas tieši jādara , uz kādu kantori jādodas tālāk , ja uz vietas līdzēt nevar .","Vai var saskaitīt , cik cilvēku bijis pie Elijas","Vai var saskaitīt , cik cilvēku bijis ar savām vajadzībām","Vai var saskaitīt , cik cilvēku bijis pie Elijas","Vai var saskaitīt , cik cilvēku bijis ar vajadzībām",pie Elija,ar vajadzība,būt,pie Elijas,ar savām vajadzībām,2,3,pie,ar,Elija,vajadzība,PROPN,NOUN,prepositional,prepositional,Postverbal,Latvian
"Rīt , 18. jūnijā , Ludzas pilskalnā , kā katru gadu , notiks Lielais latgaļu tirgus , uz kuru no malu malām sabrauc pārdevēji , pirktgribētāji un citi interesenti .","Rīt , 18. jūnijā , Ludzas pilskalnā , kā katru gadu , notiks Lielais latgaļu tirgus , uz kuru","Rīt , 18. jūnijā , Ludzas pilskalnā , kā katru gadu , notiks Lielais latgaļu tirgus , no malu malām","Rīt , 18. jūnijā , Ludzas pilskalnā , kā katru gadu , notiks Lielais latgaļu tirgus , uz kuru","Rīt , 18. jūnijā , Ludzas pilskalnā , kā katru gadu , notiks Lielais latgaļu tirgus , no malām",uz kurš,no mala,sabraukt,uz kuru,no malu malām,2,3,uz,no,kurš,mala,PRON,NOUN,prepositional,prepositional,Preverbal,Latvian
"Basketbolā Ričards trenējas kopš otrās klases , kad mamma aizvedusi uz basketbola skolu “ Rīga / DSN ” pie trenera Mārtiņa Fomina .","Basketbolā Ričards trenējas kopš otrās klases , kad mamma aizvedusi uz basketbola skolu “ Rīga / DSN ”","Basketbolā Ričards trenējas kopš otrās klases , kad mamma aizvedusi pie trenera Mārtiņa Fomina","Basketbolā Ričards trenējas kopš otrās klases , kad mamma aizvedusi uz Rīga","Basketbolā Ričards trenējas kopš otrās klases , kad mamma aizvedusi pie Mārtiņa",uz Rīga,pie Mārtiņš,aizvest,uz basketbola skolu “ Rīga / DSN ”,pie trenera Mārtiņa Fomina,8,4,uz,pie,Rīga,Mārtiņš,PROPN,PROPN,prepositional,prepositional,Postverbal,Latvian
"Piemēram , rasaskrēsliņš , kas labi palīdz sieviešu veselībai , ievācams no maija līdz jūlijam , pusdienlaikā .","Piemēram , rasaskrēsliņš , kas labi palīdz sieviešu veselībai , ievācams no maija","Piemēram , rasaskrēsliņš , kas labi palīdz sieviešu veselībai , ievācams līdz jūlijam","Piemēram , rasaskrēsliņš , kas labi palīdz sieviešu veselībai , ievācams no maija","Piemēram , rasaskrēsliņš , kas labi palīdz sieviešu veselībai , ievācams līdz jūlijam",no maijs,līdz jūlijs,ievākt,no maija,līdz jūlijam,2,2,no,līdz,maijs,jūlijs,NOUN,NOUN,prepositional,prepositional,Postverbal,Latvian
"Vislabākais žāvēšanas paņēmiens : izklāj veselās lapas vai ziedus tieši pēc ievākšanas uz koka stalažām , veļas žāvētāja vai kaltēšanas plauktiem ( 30 - 40 grādu temperatūrā ) un ļauj ēnā izžūt .",Vislabākais žāvēšanas paņēmiens : izklāj veselās lapas vai ziedus tieši pēc ievākšanas,"Vislabākais žāvēšanas paņēmiens : izklāj veselās lapas vai ziedus uz koka stalažām , veļas žāvētāja vai kaltēšanas plauktiem ( 30 - 40 grādu temperatūrā )",Vislabākais žāvēšanas paņēmiens : izklāj veselās lapas vai ziedus pēc ievākšanas,Vislabākais žāvēšanas paņēmiens : izklāj veselās lapas vai ziedus uz stalažām,pēc ievākšana,uz stalažas,izklāt,tieši pēc ievākšanas,"uz koka stalažām , veļas žāvētāja vai kaltēšanas plauktiem ( 30 - 40 grādu temperatūrā )",3,16,pēc,uz,ievākšana,stalažas,NOUN,NOUN,prepositional,prepositional,Postverbal,Latvian
Pēc Viestura Kairiša Uguns un nakts noskatīšanās pasaule uz vairākām stundām iegrimst klusumā .,Pēc Viestura Kairiša Uguns un nakts noskatīšanās,uz vairākām stundām,Pēc noskatīšanās,uz stundām,pēc noskatīšanās,uz stunda,iegrimt,Pēc Viestura Kairiša Uguns un nakts noskatīšanās,uz vairākām stundām,7,3,pēc,uz,noskatīšanās,stunda,NOUN,NOUN,prepositional,prepositional,Preverbal,Latvian
"Par centieniem būt līdz detaļām precīziem liecina arī tas , ka aktieri , sekojot rietumvalstu tradīcijai , laulību gredzenus pārlikuši no labās rokas uz kreiso .","Par centieniem būt līdz detaļām precīziem liecina arī tas , ka aktieri , sekojot rietumvalstu tradīcijai , laulību gredzenus pārlikuši no labās rokas","Par centieniem būt līdz detaļām precīziem liecina arī tas , ka aktieri , sekojot rietumvalstu tradīcijai , laulību gredzenus pārlikuši uz kreiso","Par centieniem būt līdz detaļām precīziem liecina arī tas , ka aktieri , sekojot rietumvalstu tradīcijai , laulību gredzenus pārlikuši no rokas","Par centieniem būt līdz detaļām precīziem liecina arī tas , ka aktieri , sekojot rietumvalstu tradīcijai , laulību gredzenus pārlikuši uz kreiso",no roka,uz kreiss,pārlikt,no labās rokas,uz kreiso,3,2,no,uz,roka,kreiss,NOUN,ADJ,prepositional,prepositional,Postverbal,Latvian
