Sentence,Context_PP1,Context_PP2,Context_PP1_simple,Context_PP2_simple,PP1_simple,PP2_simple,Verb,PP1,PP2,PP1_len,PP2_len,Adp1,Adp2,NP1,NP2,PP1_Pronom,PP2_Pronom,PP1_Type,PP2_Type,Position,Language
"Stătea drept pe scaun , cu pieptul lui solid umflându -i -se și tremurând , ca și cum ar fi rezistat asaltului unui viol .",Stătea drept pe scaun,"Stătea drept , cu pieptul lui solid umflându -i -se și tremurând , ca și cum ar fi rezistat asaltului unui viol",Stătea drept pe scaun,Stătea drept cu pieptul,pe scaun,cu piept,sta,pe scaun,", cu pieptul lui solid umflându -i -se și tremurând , ca și cum ar fi rezistat asaltului unui viol",2,20,pe,cu,scaun,piept,NOUN,NOUN,prepositional,prepositional,Postverbal,Romanian
"Într- un moment de luciditate , Winston se trezise urlând ca toți ceilalți și izbind violent cu călcâiul în bara de la scaun .","Într- un moment de luciditate , Winston se trezise urlând ca toți ceilalți și izbind violent cu călcâiul","Într- un moment de luciditate , Winston se trezise urlând ca toți ceilalți și izbind violent în bara de la scaun","Într- un moment de luciditate , Winston se trezise urlând ca toți ceilalți și izbind violent cu călcâiul","Într- un moment de luciditate , Winston se trezise urlând ca toți ceilalți și izbind violent în bara",cu călcâi,în bară,izbi,cu călcâiul,în bara de la scaun,2,5,cu,în,călcâi,bară,NOUN,NOUN,prepositional,prepositional,Postverbal,Romanian
"Și totuși , furia care te cuprindea era o emoție abstractă , fără direcție precisă , pe care o puteai comuta de la un obiect la altul , ca flacăra unei lămpi de sudură .","Și totuși , furia care te cuprindea era o emoție abstractă , fără direcție precisă , pe care o puteai comuta de la un obiect","Și totuși , furia care te cuprindea era o emoție abstractă , fără direcție precisă , pe care o puteai comuta la altul","Și totuși , furia care te cuprindea era o emoție abstractă , fără direcție precisă , pe care o puteai comuta de obiect","Și totuși , furia care te cuprindea era o emoție abstractă , fără direcție precisă , pe care o puteai comuta la altul",de obiect,la altul,comuta,de la un obiect,la altul,4,2,de,la,obiect,altul,NOUN,PRON,prepositional,prepositional,Postverbal,Romanian
"Puteai chiar , în unele momente , să -ți orientezi ura în cutare sau cutare direcție printr- un act de voință .","Puteai chiar , în unele momente , să -ți orientezi ura în cutare sau cutare direcție","Puteai chiar , în unele momente , să -ți orientezi ura printr- un act de voință","Puteai chiar , în unele momente , să -ți orientezi ura în direcție","Puteai chiar , în unele momente , să -ți orientezi ura printr- act",în direcție,printru act,orienta,în cutare sau cutare direcție,printr- un act de voință,5,5,în,printru,direcție,act,NOUN,NOUN,prepositional,prepositional,Postverbal,Romanian
"Deodată , cu acel gen de efort cu care -ți smulgi capul de pe pernă în toiul unui coșmar , Winston reușise să -și transfere ura de la omul de pe ecran la fata cu părul negru din spatele lui .","Deodată , cu acel gen de efort cu care -ți smulgi capul de pe pernă","Deodată , cu acel gen de efort cu care -ți smulgi capul în toiul unui coșmar","Deodată , cu acel gen de efort cu care -ți smulgi capul de pernă","Deodată , cu acel gen de efort cu care -ți smulgi capul în toiul",de pernă,în toi,smulge,de pe pernă,în toiul unui coșmar,3,4,de,în,pernă,toi,NOUN,NOUN,prepositional,prepositional,Postverbal,Romanian
"Deodată , cu acel gen de efort cu care -ți smulgi capul de pe pernă în toiul unui coșmar , Winston reușise să -și transfere ura de la omul de pe ecran la fata cu părul negru din spatele lui .","Deodată , cu acel gen de efort cu care -ți smulgi capul de pe pernă în toiul unui coșmar , Winston reușise să -și transfere ura de la omul de pe ecran","Deodată , cu acel gen de efort cu care -ți smulgi capul de pe pernă în toiul unui coșmar , Winston reușise să -și transfere ura la fata cu părul negru din spatele lui","Deodată , cu acel gen de efort cu care -ți smulgi capul de pe pernă în toiul unui coșmar , Winston reușise să -și transfere ura de omul","Deodată , cu acel gen de efort cu care -ți smulgi capul de pe pernă în toiul unui coșmar , Winston reușise să -și transfere ura la fata",de om,la fată,transfera,de la omul de pe ecran,la fata cu părul negru din spatele lui,6,8,de,la,om,fată,NOUN,NOUN,prepositional,prepositional,Postverbal,Romanian
"Se făcea că o bătea cu un baston de cauciuc până o omora ; se făcea că o lega de un stâlp goală și o ciuruia cu săgeți , ca pe sfântul Sebastian ; se făcea că o viola și că -i tăia beregata în momentul când ejacula în ea .",Se făcea că o bătea cu un baston de cauciuc până o omora ; se făcea că o lega de un stâlp goală și o ciuruia cu săgeți,"Se făcea că o bătea cu un baston de cauciuc până o omora ; se făcea că o lega de un stâlp goală și o ciuruia , ca pe sfântul Sebastian",Se făcea că o bătea cu un baston de cauciuc până o omora ; se făcea că o lega de un stâlp goală și o ciuruia cu săgeți,Se făcea că o bătea cu un baston de cauciuc până o omora ; se făcea că o lega de un stâlp goală și o ciuruia pe sfântul,cu săgeată,pe sfânt,ciurui,cu săgeți,", ca pe sfântul Sebastian",2,5,cu,pe,săgeată,sfânt,NOUN,NOUN,prepositional,prepositional,Postverbal,Romanian
"Pe urmă , capul de oaie se transformase într- o figură imensă și înfricoșătoare de soldat Eurasian care părea că înaintează cu pistolul-mitralieră țăcănind și că sare afară din suprafața ecranului , așa încât unii spectatori din rândul întâi se lăsaseră realmente pe spate cu scaunele .","Pe urmă , capul de oaie se transformase într- o figură imensă și înfricoșătoare de soldat Eurasian care părea că înaintează cu pistolul-mitralieră țăcănind și că sare afară din suprafața ecranului , așa încât unii spectatori din rândul întâi se lăsaseră realmente pe spate","Pe urmă , capul de oaie se transformase într- o figură imensă și înfricoșătoare de soldat Eurasian care părea că înaintează cu pistolul-mitralieră țăcănind și că sare afară din suprafața ecranului , așa încât unii spectatori din rândul întâi se lăsaseră realmente cu scaunele","Pe urmă , capul de oaie se transformase într- o figură imensă și înfricoșătoare de soldat Eurasian care părea că înaintează cu pistolul-mitralieră țăcănind și că sare afară din suprafața ecranului , așa încât unii spectatori din rândul întâi se lăsaseră realmente pe spate","Pe urmă , capul de oaie se transformase într- o figură imensă și înfricoșătoare de soldat Eurasian care părea că înaintează cu pistolul-mitralieră țăcănind și că sare afară din suprafața ecranului , așa încât unii spectatori din rândul întâi se lăsaseră realmente cu scaunele",pe spate,cu scaun,lăsa,pe spate,cu scaunele,2,2,pe,cu,spate,scaun,NOUN,NOUN,prepositional,prepositional,Postverbal,Romanian
Winston rămăsese cu spatele la tele-ecran .,Winston rămăsese cu spatele,Winston rămăsese la tele-ecran,Winston rămăsese cu spatele,Winston rămăsese la tele-ecran,cu spate,la tele-ecran,rămâne,cu spatele,la tele-ecran,2,2,cu,la,spate,tele-ecran,NOUN,NOUN,prepositional,prepositional,Postverbal,Romanian
"De unde stătea Winston se puteau citi foarte bine cele trei lozinci ale Partidului , scrise cu litere elegante pe fațada cea albă : RĂZBOIUL ESTE PACE LIBERTATEA ESTE SCLAVIE IGNORANȚA ESTE PUTERE .","De unde stătea Winston se puteau citi foarte bine cele trei lozinci ale Partidului , scrise cu litere elegante","De unde stătea Winston se puteau citi foarte bine cele trei lozinci ale Partidului , scrise pe fațada cea albă","De unde stătea Winston se puteau citi foarte bine cele trei lozinci ale Partidului , scrise cu litere","De unde stătea Winston se puteau citi foarte bine cele trei lozinci ale Partidului , scrise pe fațada",cu literă,pe fațadă,scrie,cu litere elegante,pe fațada cea albă,3,4,cu,pe,literă,fațadă,NOUN,NOUN,prepositional,prepositional,Postverbal,Romanian
"Winston nu fusese niciodată înăuntru și nici măcar nu se apropiase de clădire , la mai puțin de jumătate de kilometru .",Winston nu fusese niciodată înăuntru și nici măcar nu se apropiase de clădire,"Winston nu fusese niciodată înăuntru și nici măcar nu se apropiase , la mai puțin de jumătate de kilometru",Winston nu fusese niciodată înăuntru și nici măcar nu se apropiase de clădire,Winston nu fusese niciodată înăuntru și nici măcar nu se apropiase la jumătate,de clădire,la jumătate,apropia,de clădire,", la mai puțin de jumătate de kilometru",2,8,de,la,clădire,jumătate,NOUN,NOUN,prepositional,prepositional,Postverbal,Romanian
Își compusese pe față acea expresie de optimism liniștit pe care era indicat să o arborezi când stăteai cu fața la tele-ecran .,Își compusese pe față acea expresie de optimism liniștit pe care era indicat să o arborezi când stăteai cu fața,Își compusese pe față acea expresie de optimism liniștit pe care era indicat să o arborezi când stăteai la tele-ecran,Își compusese pe față acea expresie de optimism liniștit pe care era indicat să o arborezi când stăteai cu fața,Își compusese pe față acea expresie de optimism liniștit pe care era indicat să o arborezi când stăteai la tele-ecran,cu față,la tele-ecran,sta,cu fața,la tele-ecran,2,2,cu,la,față,tele-ecran,NOUN,NOUN,prepositional,prepositional,Postverbal,Romanian
"Plecând de la Minister la ora prânzului , își sacrificase masa la cantină , deși știa foarte bine că nu avea nimic de mâncare în bucătărie , afară de un codru de pâine neagră pe care trebuia să și- l păstreze pentru a doua zi dimineața .",Plecând de la Minister,Plecând la ora prânzului,Plecând de Minister,Plecând la ora,de minister,la oră,pleca,de la Minister,la ora prânzului,3,3,de,la,minister,oră,NOUN,NOUN,prepositional,prepositional,Postverbal,Romanian
"Plecând de la Minister la ora prânzului , își sacrificase masa la cantină , deși știa foarte bine că nu avea nimic de mâncare în bucătărie , afară de un codru de pâine neagră pe care trebuia să și- l păstreze pentru a doua zi dimineața .","Plecând de la Minister la ora prânzului , își sacrificase masa la cantină , deși știa foarte bine că nu avea nimic de mâncare","Plecând de la Minister la ora prânzului , își sacrificase masa la cantină , deși știa foarte bine că nu avea nimic în bucătărie","Plecând de la Minister la ora prânzului , își sacrificase masa la cantină , deși știa foarte bine că nu avea nimic de mâncare","Plecând de la Minister la ora prânzului , își sacrificase masa la cantină , deși știa foarte bine că nu avea nimic în bucătărie",de mâncare,în bucătărie,avea,de mâncare,în bucătărie,2,2,de,în,mâncare,bucătărie,NOUN,NOUN,prepositional,prepositional,Postverbal,Romanian
"Winston își turnă o ceașcă de ceai aproape plină , își pregăti nervii pentru un șoc și dădu băutura pe gât ca pe un medicament .","Winston își turnă o ceașcă de ceai aproape plină , își pregăti nervii pentru un șoc și dădu băutura pe gât","Winston își turnă o ceașcă de ceai aproape plină , își pregăti nervii pentru un șoc și dădu băutura ca pe un medicament","Winston își turnă o ceașcă de ceai aproape plină , își pregăti nervii pentru un șoc și dădu băutura pe gât","Winston își turnă o ceașcă de ceai aproape plină , își pregăti nervii pentru un șoc și dădu băutura pe medicament",pe gât,pe medicament,da,pe gât,ca pe un medicament,2,4,pe,pe,gât,medicament,NOUN,NOUN,prepositional,prepositional,Postverbal,Romanian
"O dusese acasă , în servietă , cu sentimentul vinovăției .","O dusese acasă , în servietă ,",O dusese acasă cu sentimentul vinovăției,O dusese acasă în servietă,O dusese acasă cu sentimentul,în servietă,cu sentiment,duce,", în servietă ,",cu sentimentul vinovăției,4,3,în,cu,servietă,sentiment,NOUN,NOUN,prepositional,prepositional,Postverbal,Romanian
Se lăsă pe spate cu un sentiment de totală neajutorare .,Se lăsă pe spate,Se lăsă cu un sentiment de totală neajutorare,Se lăsă pe spate,Se lăsă cu sentiment,pe spate,cu sentiment,lăsa,pe spate,cu un sentiment de totală neajutorare,2,6,pe,cu,spate,sentiment,NOUN,NOUN,prepositional,prepositional,Postverbal,Romanian
"Mergea indiferent către ea , căutând cu ochii un loc la o masă din spatele ei .","Mergea indiferent către ea , căutând cu ochii","Mergea indiferent către ea , căutând la o masă din spatele ei","Mergea indiferent către ea , căutând cu ochii","Mergea indiferent către ea , căutând la masă",cu ochi,la masă,căuta,cu ochii,la o masă din spatele ei,2,6,cu,la,ochi,masă,NOUN,NOUN,prepositional,prepositional,Postverbal,Romanian
Winston avu pentru o clipă o halucinație : se văzu pe el însuși izbind cu o secure exact în moalele capului din față .,Winston avu pentru o clipă o halucinație : se văzu pe el însuși izbind cu o secure,Winston avu pentru o clipă o halucinație : se văzu pe el însuși izbind exact în moalele capului din față,Winston avu pentru o clipă o halucinație : se văzu pe el însuși izbind cu secure,Winston avu pentru o clipă o halucinație : se văzu pe el însuși izbind în moalele,cu secure,în moale,izbi,cu o secure,exact în moalele capului din față,3,6,cu,în,secure,moale,NOUN,NOUN,prepositional,prepositional,Postverbal,Romanian
Și iată că ea stătea la o masă cam în același loc și tot singură .,Și iată că ea stătea la o masă,Și iată că ea stătea cam în același loc și tot singură,Și iată că ea stătea la masă,Și iată că ea stătea în loc,la masă,în loc,sta,la o masă,cam în același loc și tot singură,3,7,la,în,masă,loc,NOUN,NOUN,prepositional,prepositional,Postverbal,Romanian
"În fața lui la coadă era un individ scund , cu mișcări iuți ca de gândac și cu o față plată în jurul unor ochi mici și suspecți .",În fața lui,la coadă,În lui,la coadă,în lui,la coadă,fi,În fața lui,la coadă,3,2,în,la,lui,coadă,DET,NOUN,prepositional,prepositional,Preverbal,Romanian
"Când porni de la ghișeu cu tava , Winston văzu că omul cel mărunțel se ducea drept spre masa fetei .",Când porni de la ghișeu,Când porni cu tava,Când porni de ghișeu,Când porni cu tava,de ghișeu,cu tavă,porni,de la ghișeu,cu tava,3,2,de,cu,ghișeu,tavă,NOUN,NOUN,prepositional,prepositional,Postverbal,Romanian
"Și probabil că ar fi renunțat cu totul să mai vorbească dacă , în clipa aceea , nu l- ar fi zărit pe Ampleforth , poetul cu urechile păroase , cum umbla de colo-colo prin sală cu o tavă , căutând un loc liber .","Și probabil că ar fi renunțat cu totul să mai vorbească dacă , în clipa aceea , nu l- ar fi zărit pe Ampleforth , poetul cu urechile păroase , cum umbla de colo-colo prin sală","Și probabil că ar fi renunțat cu totul să mai vorbească dacă , în clipa aceea , nu l- ar fi zărit pe Ampleforth , poetul cu urechile păroase , cum umbla de colo-colo cu o tavă","Și probabil că ar fi renunțat cu totul să mai vorbească dacă , în clipa aceea , nu l- ar fi zărit pe Ampleforth , poetul cu urechile păroase , cum umbla de colo-colo prin sală","Și probabil că ar fi renunțat cu totul să mai vorbească dacă , în clipa aceea , nu l- ar fi zărit pe Ampleforth , poetul cu urechile păroase , cum umbla de colo-colo cu tavă",prin sală,cu tavă,umbla,prin sală,cu o tavă,2,3,prin,cu,sală,tavă,NOUN,NOUN,prepositional,prepositional,Postverbal,Romanian
"În felul lui absent , Ampleforth se simțea legat de Winston și , dacă apuca să -l vadă , precis se așeza cu el la masă .","În felul lui absent , Ampleforth se simțea legat de Winston și , dacă apuca să -l vadă , precis se așeza cu el","În felul lui absent , Ampleforth se simțea legat de Winston și , dacă apuca să -l vadă , precis se așeza la masă","În felul lui absent , Ampleforth se simțea legat de Winston și , dacă apuca să -l vadă , precis se așeza cu el","În felul lui absent , Ampleforth se simțea legat de Winston și , dacă apuca să -l vadă , precis se așeza la masă",cu el,la masă,așeza,cu el,la masă,2,2,cu,la,el,masă,PRON,NOUN,prepositional,prepositional,Postverbal,Romanian
"Se îndreptă cu pași rari spre partea de nord a pieței și simți un fel de plăcere sumbră când recunoscu biserica Sfântul Martin ale cărei clopote , pe vremea când mai avea așa ceva .",Se îndreptă cu pași rari,Se îndreptă spre partea de nord a pieței,Se îndreptă cu pași,Se îndreptă spre partea,cu pas,spre parte,îndrepta,cu pași rari,spre partea de nord a pieței,3,6,cu,spre,pas,parte,NOUN,NOUN,prepositional,prepositional,Postverbal,Romanian
"Atunci o zări și pe fată , stând la picioarele monumentului și citind , sau prefăcându -se a citi , un afiș care se întindea în spirală , pe columnă în sus .","Atunci o zări și pe fată , stând la picioarele monumentului și citind , sau prefăcându -se a citi , un afiș care se întindea în spirală","Atunci o zări și pe fată , stând la picioarele monumentului și citind , sau prefăcându -se a citi , un afiș care se întindea , pe columnă","Atunci o zări și pe fată , stând la picioarele monumentului și citind , sau prefăcându -se a citi , un afiș care se întindea în spirală","Atunci o zări și pe fată , stând la picioarele monumentului și citind , sau prefăcându -se a citi , un afiș care se întindea pe columnă",în spirală,pe columnă,întinde,în spirală,", pe columnă",2,3,în,pe,spirală,columnă,NOUN,NOUN,prepositional,prepositional,Postverbal,Romanian
"Pe stradă trecea lent un lung șir de camioane , cu câte patru santinele cu fețe împietrite , înarmați cu pistoale-mitralieră și stând în poziția de drepți în fiecare colț .","Pe stradă trecea lent un lung șir de camioane , cu câte patru santinele cu fețe împietrite , înarmați cu pistoale-mitralieră și stând în poziția de drepți","Pe stradă trecea lent un lung șir de camioane , cu câte patru santinele cu fețe împietrite , înarmați cu pistoale-mitralieră și stând în fiecare colț","Pe stradă trecea lent un lung șir de camioane , cu câte patru santinele cu fețe împietrite , înarmați cu pistoale-mitralieră și stând în poziția","Pe stradă trecea lent un lung șir de camioane , cu câte patru santinele cu fețe împietrite , înarmați cu pistoale-mitralieră și stând în colț",în poziție,în colț,sta,în poziția de drepți,în fiecare colț,4,3,în,în,poziție,colț,NOUN,NOUN,prepositional,prepositional,Postverbal,Romanian
Tocul îi alunecase cu voluptate peste hârtia fină și așternuse niște litere mari și ordonate : JOS FRATELE CEL MARE JOS FRATELE CEL MARE JOS FRATELE CEL MARE JOS FRATELE CEL MARE JOS FRATELE CEL MARE .,Tocul îi alunecase cu voluptate,Tocul îi alunecase peste hârtia fină,Tocul îi alunecase cu voluptate,Tocul îi alunecase peste hârtia,cu voluptate,peste hârtie,aluneca,cu voluptate,peste hârtia fină,2,3,cu,peste,voluptate,hârtie,NOUN,NOUN,prepositional,prepositional,Postverbal,Romanian
"Îi descrise drumul pe care trebuia să -l urmeze : jumătate de oră cu trenul ; iese din gară și- o ia la stânga ; doi kilometri pe drum ; dă de- o poartă cu bara de sus lipsă ; merge pe- o cărare peste un câmp ; o pajiște cu iarbă ; o potecă printre tufișuri ; un copac uscat , cu mușchi pe el .",Îi descrise drumul pe care trebuia să -l urmeze : jumătate de oră cu trenul ; iese din gară și- o ia la stânga ; doi kilometri pe drum ; dă de- o poartă cu bara de sus lipsă ; merge pe- o cărare,Îi descrise drumul pe care trebuia să -l urmeze : jumătate de oră cu trenul ; iese din gară și- o ia la stânga ; doi kilometri pe drum ; dă de- o poartă cu bara de sus lipsă ; merge peste un câmp,Îi descrise drumul pe care trebuia să -l urmeze : jumătate de oră cu trenul ; iese din gară și- o ia la stânga ; doi kilometri pe drum ; dă de- o poartă cu bara de sus lipsă ; merge pe- cărare,Îi descrise drumul pe care trebuia să -l urmeze : jumătate de oră cu trenul ; iese din gară și- o ia la stânga ; doi kilometri pe drum ; dă de- o poartă cu bara de sus lipsă ; merge peste câmp,pe cărare,peste câmp,merge,pe- o cărare,peste un câmp,3,3,pe,peste,cărare,câmp,NOUN,NOUN,prepositional,prepositional,Postverbal,Romanian
"Se lăsă pe spate în scaun , cam rușinat și puse tocul jos .",Se lăsă pe spate,Se lăsă în scaun,Se lăsă pe spate,Se lăsă în scaun,pe spate,în scaun,lăsa,pe spate,în scaun,2,2,pe,în,spate,scaun,NOUN,NOUN,prepositional,prepositional,Postverbal,Romanian
Omul fără bărbie se târî la locul lui pe bancă .,Omul fără bărbie se târî la locul lui,Omul fără bărbie se târî pe bancă,Omul fără bărbie se târî la locul,Omul fără bărbie se târî pe bancă,la loc,pe bancă,târî,la locul lui,pe bancă,3,2,la,pe,loc,bancă,NOUN,NOUN,prepositional,prepositional,Postverbal,Romanian
"Ochii cenușii tot îi mai navigau de la unul la altul , mai vinovați ca niciodată , ca și cum ar fi vrut să afle cât de mult îl disprețuiau ceilalți pentru umilința îndurată .",Ochii cenușii tot îi mai navigau de la unul,Ochii cenușii tot îi mai navigau la altul,Ochii cenușii tot îi mai navigau de unul,Ochii cenușii tot îi mai navigau la altul,de unul,la altul,naviga,de la unul,la altul,3,2,de,la,unul,altul,PRON,PRON,prepositional,prepositional,Postverbal,Romanian
"Omul , care se aruncase de-a dreptul în genunchi , pe jos , cu mâinile încleștate , strigă :","Omul , care se aruncase de-a dreptul în genunchi","Omul , care se aruncase de-a dreptul , cu mâinile","Omul , care se aruncase de-a dreptul în genunchi","Omul , care se aruncase de-a dreptul cu mâinile",în genunchi,cu mână,arunca,în genunchi,", cu mâinile",2,3,în,cu,genunchi,mână,NOUN,NOUN,prepositional,prepositional,Postverbal,Romanian
"Omul își roti privirile , turbat , către ceilalți prizonieri , probabil cu ideea că ar fi putut pune o altă victimă în locul lui .","Omul își roti privirile , turbat , către ceilalți prizonieri","Omul își roti privirile , turbat , , probabil cu ideea că ar fi putut pune o altă victimă în locul lui","Omul își roti privirile , turbat , către prizonieri","Omul își roti privirile , turbat , cu ideea",către prizonier,cu idee,roti,către ceilalți prizonieri,", probabil cu ideea că ar fi putut pune o altă victimă în locul lui",3,15,către,cu,prizonier,idee,NOUN,NOUN,prepositional,prepositional,Postverbal,Romanian
"Winston se duse până la fereastră , cu spatele la tele-ecran .",Winston se duse până la fereastră,"Winston se duse , cu spatele la tele-ecran",Winston se duse până fereastră,Winston se duse cu spatele,până fereastră,cu spate,duce,până la fereastră,", cu spatele la tele-ecran",3,5,până,cu,fereastră,spate,NOUN,NOUN,prepositional,prepositional,Postverbal,Romanian
"se aflau , poate , în salonul unui vas care se ducea la fund și se uitau la el prin apa din ce în ce mai neagră .","se aflau , poate , în salonul unui vas care se ducea la fund și se uitau la el","se aflau , poate , în salonul unui vas care se ducea la fund și se uitau prin apa din ce în ce mai neagră","se aflau , poate , în salonul unui vas care se ducea la fund și se uitau la el","se aflau , poate , în salonul unui vas care se ducea la fund și se uitau prin apa",la el,prin apă,uita,la el,prin apa din ce în ce mai neagră,2,8,la,prin,el,apă,PRON,NOUN,prepositional,prepositional,Postverbal,Romanian
