Sentence,Context_PP1,Context_PP2,Context_PP1_simple,Context_PP2_simple,PP1_simple,PP2_simple,Verb,PP1,PP2,PP1_len,PP2_len,Adp1,Adp2,NP1,NP2,PP1_Pronom,PP2_Pronom,PP1_Type,PP2_Type,Position,Language
"Segons fonts judicials , el president de la Borsa de Barcelona ha arribat a un acord amb la seva exsecretària i ha acceptat indemnitzar en 10 milions de pessetes la dona per un acomiadament improcedent .","Segons fonts judicials , el president de la Borsa de Barcelona ha arribat a un acord amb la seva exsecretària i ha acceptat indemnitzar en 10 milions de pessetes","Segons fonts judicials , el president de la Borsa de Barcelona ha arribat a un acord amb la seva exsecretària i ha acceptat indemnitzar per un acomiadament improcedent","Segons fonts judicials , el president de la Borsa de Barcelona ha arribat a un acord amb la seva exsecretària i ha acceptat indemnitzar en milions","Segons fonts judicials , el president de la Borsa de Barcelona ha arribat a un acord amb la seva exsecretària i ha acceptat indemnitzar per acomiadament",en milió,per acomiadament,indemnitzar,en 10 milions de pessetes,per un acomiadament improcedent,5,4,en,per,milió,acomiadament,NOUN,NOUN,prepositional,prepositional,Postverbal,Catalan
El Grup Parlamentari d' IC-V ha presentat una proposició no de llei al Parlament de Catalunya que insta el Govern de la Generalitat a presentar davant la Cambra un projecte de llei del Cos d' Agents Rurals en un termini màxim de dos mesos .,El Grup Parlamentari d' IC-V ha presentat una proposició no de llei al Parlament de Catalunya que insta el Govern de la Generalitat a presentar davant la Cambra,El Grup Parlamentari d' IC-V ha presentat una proposició no de llei al Parlament de Catalunya que insta el Govern de la Generalitat a presentar en un termini màxim de dos mesos,El Grup Parlamentari d' IC-V ha presentat una proposició no de llei al Parlament de Catalunya que insta el Govern de la Generalitat a presentar davant Cambra,El Grup Parlamentari d' IC-V ha presentat una proposició no de llei al Parlament de Catalunya que insta el Govern de la Generalitat a presentar en termini,davant Cambra,en termini,presentar,davant la Cambra,en un termini màxim de dos mesos,3,7,davant,en,Cambra,termini,PROPN,NOUN,prepositional,prepositional,Postverbal,Catalan
"Segons la proposició no de llei , en els darrers anys l' Ajuntament de Santa Perpètua de Mogoda , en col·laboració amb la Federació d' associacions de veïns del municipi , l' Institut Català de la Salut ( ICS ) i el Servei Català de la Salut ( SCC ) , ha fet un seguit d' actuacions per pal·liar els dèficits de funcionament del CAP de Santa Perpètua de Mogoda .","Segons la proposició no de llei ,",en els darrers anys,Segons proposició,en anys,segons proposició,en any,fer,"Segons la proposició no de llei ,",en els darrers anys,7,4,segons,en,proposició,any,NOUN,NOUN,prepositional,prepositional,Preverbal,Catalan
"Malgrat les millores , en no anar acompanyades d' un augment significatiu de recursos humans i materials ni tampoc de les instal·lacions , ' la situació ha esdevingut insostenible ' .",Malgrat les millores,", en no anar acompanyades d' un augment significatiu de recursos humans i materials ni tampoc de les instal·lacions ,",Malgrat millores,en acompanyades,malgrat millora,en acompanyat,esdevenir,Malgrat les millores,", en no anar acompanyades d' un augment significatiu de recursos humans i materials ni tampoc de les instal·lacions ,",3,20,malgrat,en,millora,acompanyat,NOUN,ADJ,prepositional,prepositional,Preverbal,Catalan
"L' accident ha passat cap a les deu del matí , al km 753 de la carretera N-II , a Figueres , quan han xocat frontalment un FIAT Marea amb matrícula GI-2054-BT i un camió amb matrícula de Bulgària , segons han informat fonts dels Mossos d' Esquadra .","L' accident ha passat cap a les deu del matí , al km 753 de la carretera N-II ,",L' accident ha passat cap a les deu del matí a Figueres,L' accident ha passat cap a les deu del matí al km,L' accident ha passat cap a les deu del matí a Figueres,al quilòmetre,a Figueres,passar,", al km 753 de la carretera N-II ,",a Figueres,9,2,al,a,quilòmetre,Figueres,NOUN,PROPN,prepositional,prepositional,Postverbal,Catalan
"Igualment , la Sala ha tret importància al fet que la noia no denunciés els fets , que van arribar a coneixement de la Fiscalia per l' informe mèdic de l' Hospital que la va atendre després que patís l' agressió sexual .","Igualment , la Sala ha tret importància al fet que la noia no denunciés els fets , que van arribar a coneixement de la Fiscalia","Igualment , la Sala ha tret importància al fet que la noia no denunciés els fets , que van arribar per l' informe mèdic de l' Hospital que la va atendre després que patís l' agressió sexual","Igualment , la Sala ha tret importància al fet que la noia no denunciés els fets , que van arribar a coneixement","Igualment , la Sala ha tret importància al fet que la noia no denunciés els fets , que van arribar per informe",a coneixement,per informe,arribar,a coneixement de la Fiscalia,per l' informe mèdic de l' Hospital que la va atendre després que patís l' agressió sexual,5,17,a,per,coneixement,informe,NOUN,NOUN,prepositional,prepositional,Postverbal,Catalan
"Cap a les 20.30 hores l' exdona i els fills van decidir tornar a Barcelona en tren , mentre que l' acusat ho va fer amb la jove brasilera en la seva furgoneta .",Cap a les 20.30 hores l' exdona i els fills van decidir tornar a Barcelona,Cap a les 20.30 hores l' exdona i els fills van decidir tornar en tren,Cap a les 20.30 hores l' exdona i els fills van decidir tornar a Barcelona,Cap a les 20.30 hores l' exdona i els fills van decidir tornar en tren,a Barcelona,en tren,tornar,a Barcelona,en tren,2,2,a,en,Barcelona,tren,PROPN,NOUN,prepositional,prepositional,Postverbal,Catalan
"Cap a les 20.30 hores l' exdona i els fills van decidir tornar a Barcelona en tren , mentre que l' acusat ho va fer amb la jove brasilera en la seva furgoneta .","Cap a les 20.30 hores l' exdona i els fills van decidir tornar a Barcelona en tren , mentre que l' acusat ho va fer amb la jove brasilera","Cap a les 20.30 hores l' exdona i els fills van decidir tornar a Barcelona en tren , mentre que l' acusat ho va fer en la seva furgoneta","Cap a les 20.30 hores l' exdona i els fills van decidir tornar a Barcelona en tren , mentre que l' acusat ho va fer amb brasilera","Cap a les 20.30 hores l' exdona i els fills van decidir tornar a Barcelona en tren , mentre que l' acusat ho va fer en furgoneta",amb brasilera,en furgoneta,fer,amb la jove brasilera,en la seva furgoneta,4,4,amb,en,brasilera,furgoneta,NOUN,NOUN,prepositional,prepositional,Postverbal,Catalan
"L' Agència Catalana de l' Aigua es farà càrrec del 50 per cent del cost del cobriment de la riera de Tueda a Sant Feliu de Guíxols , segons han anunciat des de l' Ajuntament a través d' un comunicat .","L' Agència Catalana de l' Aigua es farà càrrec del 50 per cent del cost del cobriment de la riera de Tueda a Sant Feliu de Guíxols , segons han anunciat des de l' Ajuntament","L' Agència Catalana de l' Aigua es farà càrrec del 50 per cent del cost del cobriment de la riera de Tueda a Sant Feliu de Guíxols , segons han anunciat a través d' un comunicat","L' Agència Catalana de l' Aigua es farà càrrec del 50 per cent del cost del cobriment de la riera de Tueda a Sant Feliu de Guíxols , segons han anunciat des Ajuntament","L' Agència Catalana de l' Aigua es farà càrrec del 50 per cent del cost del cobriment de la riera de Tueda a Sant Feliu de Guíxols , segons han anunciat a comunicat",des Ajuntament,a comunicat,anunciar,des de l' Ajuntament,a través d' un comunicat,4,5,des,a,Ajuntament,comunicat,PROPN,NOUN,prepositional,prepositional,Postverbal,Catalan
CiU també considera que s' hauria de millorar la senyalització en la seva col·locació tant pel que fa a elements naturals com d' ordenació del trànsit .,CiU també considera que s' hauria de millorar la senyalització en la seva col·locació,CiU també considera que s' hauria de millorar la senyalització tant pel que fa a elements naturals com d' ordenació del trànsit,CiU també considera que s' hauria de millorar la senyalització en col·locació,CiU també considera que s' hauria de millorar la senyalització pel elements,en col·locació,pel element,millorar,en la seva col·locació,tant pel que fa a elements naturals com d' ordenació del trànsit,4,12,en,pel,col·locació,element,NOUN,NOUN,prepositional,prepositional,Postverbal,Catalan
"A continuació , segons el relat del fiscal , li va practicar diversos tocaments , per obligar la posteriorment a que li practiqués una fel·lació .",A continuació,", segons el relat del fiscal ,",A continuació,segons relat,a continuació,segons relat,practicar,A continuació,", segons el relat del fiscal ,",2,7,a,segons,continuació,relat,NOUN,NOUN,prepositional,prepositional,Preverbal,Catalan
"Els fets van tenir lloc , segons l' escrit d' acusació , l' octubre de 1998 , quan l' acusat va conèixer el jove quan esperava el tren a l' estació de Martorell i li va demanar que li comprés una beguda en un bar pròxim a canvi de 1.000 pessetes .","Els fets van tenir lloc , segons l' escrit d' acusació , l' octubre de 1998 , quan l' acusat va conèixer el jove quan esperava el tren a l' estació de Martorell i li va demanar que li comprés una beguda en un bar pròxim","Els fets van tenir lloc , segons l' escrit d' acusació , l' octubre de 1998 , quan l' acusat va conèixer el jove quan esperava el tren a l' estació de Martorell i li va demanar que li comprés una beguda a canvi de 1.000 pessetes","Els fets van tenir lloc , segons l' escrit d' acusació , l' octubre de 1998 , quan l' acusat va conèixer el jove quan esperava el tren a l' estació de Martorell i li va demanar que li comprés una beguda en bar","Els fets van tenir lloc , segons l' escrit d' acusació , l' octubre de 1998 , quan l' acusat va conèixer el jove quan esperava el tren a l' estació de Martorell i li va demanar que li comprés una beguda a pessetes",en bar,a pesseta,comprar,en un bar pròxim,a canvi de 1.000 pessetes,4,5,en,a,bar,pesseta,NOUN,NOUN,prepositional,prepositional,Postverbal,Catalan
"Els fets van tenir lloc , segons l' escrit d' acusació , el juliol de 1998 , quan l' acusat va recollir la jove quan de matinada feia autoestop a la carretera N-2 , a l' alçada de Calella .","Els fets van tenir lloc , segons l' escrit d' acusació , el juliol de 1998 , quan l' acusat va recollir la jove quan de matinada feia autoestop a la carretera N-2","Els fets van tenir lloc , segons l' escrit d' acusació , el juliol de 1998 , quan l' acusat va recollir la jove quan de matinada feia autoestop , a l' alçada de Calella","Els fets van tenir lloc , segons l' escrit d' acusació , el juliol de 1998 , quan l' acusat va recollir la jove quan de matinada feia autoestop a carretera","Els fets van tenir lloc , segons l' escrit d' acusació , el juliol de 1998 , quan l' acusat va recollir la jove quan de matinada feia autoestop a alçada",a carretera,a alçada,fer,a la carretera N-2,", a l' alçada de Calella",4,6,a,a,carretera,alçada,NOUN,NOUN,prepositional,prepositional,Postverbal,Catalan
"Posteriorment va dur la a casa seva amb els ulls tapats , per tal que no recordés el camí , després de robar li 2.000 pessetes que duia a la bossa i joies per valor de 37.500 pessetes .",Posteriorment va dur la a casa seva,Posteriorment va dur la amb els ulls tapats,Posteriorment va dur la a casa,Posteriorment va dur la amb ulls,a casa,amb ull,dur,a casa seva,amb els ulls tapats,3,4,a,amb,casa,ull,NOUN,NOUN,prepositional,prepositional,Postverbal,Catalan
"La jove va haver de ser atesa a l' hospital de sant Jaume de diverses contusions , que van tardar deu dies a curar .",La jove va haver de ser atesa a l' hospital de sant Jaume,"La jove va haver de ser atesa de diverses contusions , que van tardar deu dies a curar",La jove va haver de ser atesa a hospital,La jove va haver de ser atesa de contusions,a hospital,de contusió,atènyer,a l' hospital de sant Jaume,"de diverses contusions , que van tardar deu dies a curar",6,11,a,de,hospital,contusió,NOUN,NOUN,prepositional,prepositional,Postverbal,Catalan
"El conseller de Política Territorial i Obres Públiques , Pere Macias , ha dit avui que si se segueix la tendència dels primers quatre mesos de l' any , el nombre de viatges en els transports públics de la regió metropolitana de Barcelona s' incrementarà en 50 milions durant el 2001 respecte de l' any anterior .","El conseller de Política Territorial i Obres Públiques , Pere Macias , ha dit avui que si se segueix la tendència dels primers quatre mesos de l' any , el nombre de viatges en els transports públics de la regió metropolitana de Barcelona s' incrementarà en 50 milions","El conseller de Política Territorial i Obres Públiques , Pere Macias , ha dit avui que si se segueix la tendència dels primers quatre mesos de l' any , el nombre de viatges en els transports públics de la regió metropolitana de Barcelona s' incrementarà durant el 2001","El conseller de Política Territorial i Obres Públiques , Pere Macias , ha dit avui que si se segueix la tendència dels primers quatre mesos de l' any , el nombre de viatges en els transports públics de la regió metropolitana de Barcelona s' incrementarà en milions","El conseller de Política Territorial i Obres Públiques , Pere Macias , ha dit avui que si se segueix la tendència dels primers quatre mesos de l' any , el nombre de viatges en els transports públics de la regió metropolitana de Barcelona s' incrementarà durant 2001",en milió,durant 2001,incrementar,en 50 milions,durant el 2001,3,3,en,durant,milió,2001,NOUN,NOUN,prepositional,prepositional,Postverbal,Catalan
L' exposició pot ser visitada gratuïtament fins el 24 de juny al Museu d' Història de Catalunya .,L' exposició pot ser visitada gratuïtament fins el 24 de juny,L' exposició pot ser visitada gratuïtament al Museu d' Història de Catalunya,L' exposició pot ser visitada gratuïtament fins 24,L' exposició pot ser visitada gratuïtament al Museu,fins 24,al Museu,visitar,fins el 24 de juny,al Museu d' Història de Catalunya,5,6,fins,al,24,Museu,NUM,PROPN,prepositional,prepositional,Postverbal,Catalan
"Aquesta empresa , especialitzada en masses congelades , té una fàbrica similar a Sarral ( Conca de Barberà ) , en funcionament des de 1992 .","Aquesta empresa , especialitzada en masses congelades , té una fàbrica similar a Sarral ( Conca de Barberà )","Aquesta empresa , especialitzada en masses congelades , té una fàbrica similar , en funcionament des de 1992","Aquesta empresa , especialitzada en masses congelades , té una fàbrica similar a Sarral","Aquesta empresa , especialitzada en masses congelades , té una fàbrica similar en funcionament",a Sarral,en funcionament,tenir,a Sarral ( Conca de Barberà ),", en funcionament des de 1992",7,6,a,en,Sarral,funcionament,PROPN,NOUN,prepositional,prepositional,Postverbal,Catalan
El Festival Internacional de Música Popular Tradicional de Vilanova i la Geltrú ( FIMPT ) augmentarà enguany la seva proposta musical i ampliarà la seva programació d' un a dos caps de setmana de juliol ( del 14 al 26 ) .,El Festival Internacional de Música Popular Tradicional de Vilanova i la Geltrú ( FIMPT ) augmentarà enguany la seva proposta musical i ampliarà la seva programació d' un,El Festival Internacional de Música Popular Tradicional de Vilanova i la Geltrú ( FIMPT ) augmentarà enguany la seva proposta musical i ampliarà la seva programació a dos caps de setmana de juliol ( del 14 al 26,El Festival Internacional de Música Popular Tradicional de Vilanova i la Geltrú ( FIMPT ) augmentarà enguany la seva proposta musical i ampliarà la seva programació d' un,El Festival Internacional de Música Popular Tradicional de Vilanova i la Geltrú ( FIMPT ) augmentarà enguany la seva proposta musical i ampliarà la seva programació a caps,de un,a cap,ampliar,d' un,a dos caps de setmana de juliol ( del 14 al 26,2,12,de,a,un,cap,NUM,NOUN,prepositional,prepositional,Postverbal,Catalan
"L' equip de la UPC farà les primeres proves amb l' embarcació en aigües del Delta de l' Ebre o del Golf de Roses ; i realitzarà l' intent definitiu a Fuerteventura , ja que aquí trobarà els vents de força 6 i 7 que faran falta per aconseguir l' objectiu .",L' equip de la UPC farà les primeres proves amb l' embarcació,L' equip de la UPC farà les primeres proves en aigües del Delta de l' Ebre o del Golf de Roses,L' equip de la UPC farà les primeres proves amb embarcació,L' equip de la UPC farà les primeres proves en aigües,amb embarcació,en aigua,fer,amb l' embarcació,en aigües del Delta de l' Ebre o del Golf de Roses,3,12,amb,en,embarcació,aigua,NOUN,NOUN,prepositional,prepositional,Postverbal,Catalan
