Sentence,Context_PP1,Context_PP2,Context_PP1_simple,Context_PP2_simple,PP1_simple,PP2_simple,Verb,PP1,PP2,PP1_len,PP2_len,Adp1,Adp2,NP1,NP2,PP1_Pronom,PP2_Pronom,PP1_Type,PP2_Type,Position,Language
Koulskoude e tiviz Francis pediñ e zaou vreur d' ober ur veaj speredel e bro Indez e-pad ur miz .,Koulskoude e tiviz Francis pediñ e zaou vreur d' ober ur veaj speredel e bro Indez,Koulskoude e tiviz Francis pediñ e zaou vreur d' ober ur veaj speredel e-pad ur miz,Koulskoude e tiviz Francis pediñ e zaou vreur d' ober ur veaj speredel e bro,Koulskoude e tiviz Francis pediñ e zaou vreur d' ober ur veaj speredel e-pad miz,e bro,e-pad miz,ober,e bro Indez,e-pad ur miz,3,3,e,e-pad,bro,miz,NOUN,NOUN,prepositional,prepositional,Postverbal,Breton
"Kinniget e vo gant Mirdi ar Faoued ouzhpenn 130 luc'hskeudenn ha skeudenn , bet graet e-kerzh an 19vet kantved , e Breizh .","Kinniget e vo gant Mirdi ar Faoued ouzhpenn 130 luc'hskeudenn ha skeudenn , bet graet e-kerzh an 19vet kantved","Kinniget e vo gant Mirdi ar Faoued ouzhpenn 130 luc'hskeudenn ha skeudenn , bet graet , e Breizh","Kinniget e vo gant Mirdi ar Faoued ouzhpenn 130 luc'hskeudenn ha skeudenn , bet graet e-kerzh kantved","Kinniget e vo gant Mirdi ar Faoued ouzhpenn 130 luc'hskeudenn ha skeudenn , bet graet e Breizh",e-kerzh kantved,e Breizh,ober,e-kerzh an 19vet kantved,", e Breizh",4,3,e-kerzh,e,kantved,Breizh,NOUN,PROPN,prepositional,prepositional,Postverbal,Breton
E miz Even 1998 e oa aet diwar wel Eric Tabarly war vor .,E miz Even 1998 e oa aet diwar wel,E miz Even 1998 e oa aet war vor,E miz Even 1998 e oa aet diwar wel,E miz Even 1998 e oa aet war vor,diwar gwel,war mor,mont,diwar wel,war vor,2,2,diwar,war,gwel,mor,NOUN,NOUN,prepositional,prepositional,Postverbal,Breton
An teuliad peder fajennad zo gouestlet e n niverenn -mañ da zisoc'hoù dilennadegoù kêr ha kanton 2008 e Breizh .,An teuliad peder fajennad zo gouestlet e n niverenn -mañ,An teuliad peder fajennad zo gouestlet da zisoc'hoù dilennadegoù kêr ha kanton 2008 e Breizh,An teuliad peder fajennad zo gouestlet e niverenn,An teuliad peder fajennad zo gouestlet da zisoc'hoù,e niverenn,da disoc’h,gouestlañ,e n niverenn -mañ,da zisoc'hoù dilennadegoù kêr ha kanton 2008 e Breizh,4,9,e,da,niverenn,disoc’h,NOUN,NOUN,prepositional,prepositional,Postverbal,Breton
Ur film a roio levenez d' an holl en desped da bep tra .,Ur film a roio levenez d' an holl,Ur film a roio levenez en desped da bep tra,Ur film a roio levenez d' holl,Ur film a roio levenez en tra,da holl,en tra,reiñ,d' an holl,en desped da bep tra,3,5,da,en,holl,tra,PRON,NOUN,prepositional,prepositional,Postverbal,Breton
Fentus eo pa soñjer e c'hallfe bezañ degemeret e Gwened e r mizioù a zeu ar ... Paris Sant - Jermen marteze .,Fentus eo pa soñjer e c'hallfe bezañ degemeret e Gwened,Fentus eo pa soñjer e c'hallfe bezañ degemeret e r mizioù a zeu,Fentus eo pa soñjer e c'hallfe bezañ degemeret e Gwened,Fentus eo pa soñjer e c'hallfe bezañ degemeret e mizioù,e Gwened,e miz,degemer,e Gwened,e r mizioù a zeu,2,5,e,e,Gwened,miz,PROPN,NOUN,prepositional,prepositional,Postverbal,Breton
"Ar Yaou da noz a vo gouestlet , evel warlene , d' ar sonerezh gall .","Ar Yaou da noz a vo gouestlet , evel warlene ,",Ar Yaou da noz a vo gouestlet d' ar sonerezh gall,Ar Yaou da noz a vo gouestlet evel warlene,Ar Yaou da noz a vo gouestlet d' sonerezh,evel warlene,da sonerezh,gouestlañ,", evel warlene ,",d' ar sonerezh gall,4,4,evel,da,warlene,sonerezh,ADV,NOUN,prepositional,prepositional,Postverbal,Breton
"An holl a oar dija piv a zeuy da Gerampuilh d' ar Yaou 20 , setu kenkoulz eo lakaat ar gaoz war ar peurrest eus ar gouel .",An holl a oar dija piv a zeuy da Gerampuilh,An holl a oar dija piv a zeuy d' ar Yaou 20,An holl a oar dija piv a zeuy da Gerampuilh,An holl a oar dija piv a zeuy d' Yaou,da Kerampuilh,da Yaou,dont,da Gerampuilh,d' ar Yaou 20,2,4,da,da,Kerampuilh,Yaou,PROPN,NOUN,prepositional,prepositional,Postverbal,Breton
An teuliad peder fajennad zo gouestlet e n niverenn -mañ d' an dud nammet .,An teuliad peder fajennad zo gouestlet e n niverenn -mañ,An teuliad peder fajennad zo gouestlet d' an dud nammet,An teuliad peder fajennad zo gouestlet e niverenn,An teuliad peder fajennad zo gouestlet d' dud,e niverenn,da den,gouestlañ,e n niverenn -mañ,d' an dud nammet,4,4,e,da,niverenn,den,NOUN,NOUN,prepositional,prepositional,Postverbal,Breton
"Skipailh Frañs , a veze sellet out añ evel ouzh unan kreñv , n' eo ket bet d' al live gortozet .","Skipailh Frañs , a veze sellet out añ","Skipailh Frañs , a veze sellet evel ouzh unan kreñv","Skipailh Frañs , a veze sellet out añ","Skipailh Frañs , a veze sellet evel ouzh unan",ouzh indirect,evel ouzh unan,sellout,out añ,evel ouzh unan kreñv,2,4,ouzh,evel ouzh,indirect,unan,PRON,NUM,prepositional,prepositional,Postverbal,Breton
"Un tañva eus he labour abaoe miz Meurzh 2005 a zo lakaet war wel aze , gant skeudennoù ha skritelloù arouezius eus al liammoù bet skoulmet etre he obererezhioù .",Un tañva eus he labour abaoe miz Meurzh 2005 a zo lakaet war wel,"Un tañva eus he labour abaoe miz Meurzh 2005 a zo lakaet , gant skeudennoù ha skritelloù arouezius eus al liammoù bet skoulmet etre he obererezhioù",Un tañva eus he labour abaoe miz Meurzh 2005 a zo lakaet war wel,Un tañva eus he labour abaoe miz Meurzh 2005 a zo lakaet gant skeudennoù,war gwel,gant skeudenn,lakaat,war wel,", gant skeudennoù ha skritelloù arouezius eus al liammoù bet skoulmet etre he obererezhioù",2,14,war,gant,gwel,skeudenn,NOUN,NOUN,prepositional,prepositional,Postverbal,Breton
"Emgavioù departamant ar c'hoariva a vo aozet gant Ti ar c'hoariva e Brest , etre ar 1añ hag ar 4 a viz Even , war pevarzek kumun disheñvel e Penn-ar-bed .","Emgavioù departamant ar c'hoariva a vo aozet gant Ti ar c'hoariva e Brest , etre ar 1añ hag ar 4 a viz Even","Emgavioù departamant ar c'hoariva a vo aozet gant Ti ar c'hoariva e Brest , war pevarzek kumun disheñvel e Penn-ar-bed",Emgavioù departamant ar c'hoariva a vo aozet gant Ti ar c'hoariva e Brest etre 1añ,Emgavioù departamant ar c'hoariva a vo aozet gant Ti ar c'hoariva e Brest war kumun,etre 1añ,war kumun,aozañ,", etre ar 1añ hag ar 4 a viz Even",", war pevarzek kumun disheñvel e Penn-ar-bed",10,7,etre,war,1añ,kumun,NUM,NOUN,prepositional,prepositional,Postverbal,Breton
"D' ar Sadorn 2 ha Sul 3 a viz Even e vo aozet evit ar pevare gwech "" Devezh ar Brezhoneg "" e Karaez gant ar gevredigezh Dazont ar yezh .",D' ar Sadorn 2 ha Sul 3 a viz Even e vo aozet evit ar pevare gwech,D' ar Sadorn 2 ha Sul 3 a viz Even e vo aozet e Karaez,D' ar Sadorn 2 ha Sul 3 a viz Even e vo aozet evit gwech,D' ar Sadorn 2 ha Sul 3 a viz Even e vo aozet e Karaez,evit gwech,e Karaez,aozañ,evit ar pevare gwech,e Karaez,4,2,evit,e,gwech,Karaez,NOUN,PROPN,prepositional,prepositional,Postverbal,Breton
Gellout a reer gwelet skeudennoù eus al labourioù -se e n diskouezadeg .,Gellout a reer gwelet skeudennoù eus al labourioù -se,Gellout a reer gwelet skeudennoù e n diskouezadeg,Gellout a reer gwelet skeudennoù eus labourioù,Gellout a reer gwelet skeudennoù e diskouezadeg,eus labour,e diskouezadeg,gwelout,eus al labourioù -se,e n diskouezadeg,4,3,eus,e,labour,diskouezadeg,NOUN,NOUN,prepositional,prepositional,Postverbal,Breton
Ne oa bet skipailh Breizhadezed ebet o vont ken uhel e r c'hampionad evit ar poent .,Ne oa bet skipailh Breizhadezed ebet o vont ken uhel e r c'hampionad,Ne oa bet skipailh Breizhadezed ebet o vont ken uhel evit ar poent,Ne oa bet skipailh Breizhadezed ebet o vont ken uhel e c'hampionad,Ne oa bet skipailh Breizhadezed ebet o vont ken uhel evit poent,e kampionad,evit poent,mont,e r c'hampionad,evit ar poent,3,3,e,evit,kampionad,poent,NOUN,NOUN,prepositional,prepositional,Postverbal,Breton
"Dont a ra soñj d in , a-hend-all , eus ar c'homzoù a gane ma mamm d' am breudeur ha d in .",Dont a ra soñj d in,Dont a ra soñj eus ar c'homzoù a gane ma mamm d' am breudeur ha d in,Dont a ra soñj d in,Dont a ra soñj eus c'homzoù,da indirect,eus komz,dont,d in,eus ar c'homzoù a gane ma mamm d' am breudeur ha d in,2,13,da,eus,indirect,komz,PRON,NOUN,prepositional,prepositional,Postverbal,Breton
Labourat a raen gant ma mamm e r parkeier .,Labourat a raen gant ma mamm,Labourat a raen e r parkeier,Labourat a raen gant mamm,Labourat a raen e parkeier,gant mamm,e park,labourat,gant ma mamm,e r parkeier,3,3,gant,e,mamm,park,NOUN,NOUN,prepositional,prepositional,Postverbal,Breton
Int a fell dezh o c'hoari gan in .,Int a fell dezh o,Int a fell gan in,Int a fell dezh o,Int a fell gan in,da indirect,gant indirect,fellout,dezh o,gan in,2,2,da,gant,indirect,indirect,PRON,PRON,prepositional,prepositional,Postverbal,Breton
Ne gavo ket ho preudeur a labour e Pariz .,Ne gavo ket ho preudeur a labour,Ne gavo ket ho preudeur e Pariz,Ne gavo ket ho preudeur a labour,Ne gavo ket ho preudeur e Pariz,a labour,e Pariz,kavout,a labour,e Pariz,2,2,a,e,labour,Pariz,NOUN,PROPN,prepositional,prepositional,Postverbal,Breton
Ho preudeur ne gavint ket a labour e Pariz .,Ho preudeur ne gavint ket a labour,Ho preudeur ne gavint ket e Pariz,Ho preudeur ne gavint ket a labour,Ho preudeur ne gavint ket e Pariz,a labour,e Pariz,kavout,a labour,e Pariz,2,2,a,e,labour,Pariz,NOUN,PROPN,prepositional,prepositional,Postverbal,Breton
En em gavout a ra gant Gauguin e 1888 .,En em gavout a ra gant Gauguin,En em gavout a ra e 1888,En em gavout a ra gant Gauguin,En em gavout a ra e 1888,gant Gauguin,e 1888,kavout,gant Gauguin,e 1888,2,2,gant,e,Gauguin,1888,PROPN,NUM,prepositional,prepositional,Postverbal,Breton
Tennit an nadoz just e-kichen ho neudenn gentañ en ur lakaat an nadoz da dremen dreist ho neudenn .,Tennit an nadoz just e-kichen ho neudenn gentañ en ur lakaat an nadoz da dremen,Tennit an nadoz just e-kichen ho neudenn gentañ en ur lakaat an nadoz dreist ho neudenn,Tennit an nadoz just e-kichen ho neudenn gentañ en ur lakaat an nadoz da dremen,Tennit an nadoz just e-kichen ho neudenn gentañ en ur lakaat an nadoz dreist neudenn,da tremen,dreist neudenn,lakaat,da dremen,dreist ho neudenn,2,3,da,dreist,tremen,neudenn,NOUN,NOUN,prepositional,prepositional,Postverbal,Breton
Keñveriañ an teul -mañ gant ar stumm enrollet da ziwezhañ war ar servijer .,Keñveriañ an teul -mañ gant ar stumm enrollet da ziwezhañ,Keñveriañ an teul -mañ gant ar stumm enrollet war ar servijer,Keñveriañ an teul -mañ gant ar stumm enrollet da ziwezhañ,Keñveriañ an teul -mañ gant ar stumm enrollet war servijer,da diwezhañ,war servijer,enrollañ,da ziwezhañ,war ar servijer,2,3,da,war,diwezhañ,servijer,ADJ,NOUN,prepositional,prepositional,Postverbal,Breton
Gwezharall e talveze ar Blavezh da harzoù naturel e r c'hornôg d' ar gêr .,Gwezharall e talveze ar Blavezh da harzoù naturel,Gwezharall e talveze ar Blavezh e r c'hornôg d' ar gêr,Gwezharall e talveze ar Blavezh da harzoù,Gwezharall e talveze ar Blavezh e c'hornôg,da harz,e kornôg,talvezout,da harzoù naturel,e r c'hornôg d' ar gêr,3,6,da,e,harz,kornôg,NOUN,NOUN,prepositional,prepositional,Postverbal,Breton
Kinnig a ra al lec'hienn de c'h un dorikell c'halloudel evit ho tifraeoù melestradurel .,Kinnig a ra al lec'hienn de c'h,Kinnig a ra al lec'hienn evit ho tifraeoù melestradurel,Kinnig a ra al lec'hienn de c'h,Kinnig a ra al lec'hienn evit tifraeoù,da indirect,evit difrae,kinnig,de c'h,evit ho tifraeoù melestradurel,2,4,da,evit,indirect,difrae,PRON,NOUN,prepositional,prepositional,Postverbal,Breton
Ofis ar Brezhoneg a sav kontoù e zisoc'hoù eus ar 1añ a viz Genver d' ar 31añ a viz Kerzu .,Ofis ar Brezhoneg a sav kontoù e zisoc'hoù eus ar 1añ a viz Genver,Ofis ar Brezhoneg a sav kontoù e zisoc'hoù d' ar 31añ a viz Kerzu,Ofis ar Brezhoneg a sav kontoù e zisoc'hoù eus 1añ,Ofis ar Brezhoneg a sav kontoù e zisoc'hoù d' 31añ,eus 1añ,da 31,sevel,eus ar 1añ a viz Genver,d' ar 31añ a viz Kerzu,6,6,eus,da,1añ,31,NUM,NUM,prepositional,prepositional,Postverbal,Breton
"War-dro 5.000 den o doa lestret e bigi ar gompagnunezh - vor Penn-ar-Bed evit mont da Eusa , Sun ha Molenez e-kerzh an dibenn-sizhun Pask tremen .",War-dro 5.000 den o doa lestret e bigi ar gompagnunezh - vor Penn-ar-Bed,War-dro 5.000 den o doa lestret e-kerzh an dibenn-sizhun Pask tremen,War-dro 5.000 den o doa lestret e bigi,War-dro 5.000 den o doa lestret e-kerzh dibenn-sizhun,e bag,e-kerzh dibenn-sizhun,lestriñ,e bigi ar gompagnunezh - vor Penn-ar-Bed,e-kerzh an dibenn-sizhun Pask tremen,7,5,e,e-kerzh,bag,dibenn-sizhun,NOUN,NOUN,prepositional,prepositional,Postverbal,Breton
Bodet e oa bet an teir rouantelezh dindan aotrouniezh roueed ha duged Breizh en IXvet kantved .,Bodet e oa bet an teir rouantelezh dindan aotrouniezh roueed ha duged Breizh,Bodet e oa bet an teir rouantelezh en IXvet kantved,Bodet e oa bet an teir rouantelezh dindan aotrouniezh,Bodet e oa bet an teir rouantelezh en kantved,dindan aotrouniezh,e kantved,bodañ,dindan aotrouniezh roueed ha duged Breizh,en IXvet kantved,6,3,dindan,e,aotrouniezh,kantved,NOUN,NOUN,prepositional,prepositional,Postverbal,Breton
"An Eil Brezel - bed en deus skoet kalz tud e Breizh , prizoniet , gloazet , kaset d' ar c'hampoù bac'h pe gloazet .",An Eil Brezel - bed en deus skoet kalz tud,An Eil Brezel - bed en deus skoet e Breizh,An Eil Brezel - bed en deus skoet kalz tud,An Eil Brezel - bed en deus skoet e Breizh,kalz den,e Breizh,skeiñ,kalz tud,e Breizh,2,2,kalz,e,den,Breizh,NOUN,PROPN,prepositional,prepositional,Postverbal,Breton
Gounit a ra ar gomunouriezh kalz tachenn e Breizh abalamour d' ar roll a-bouez en deus bet ar PCF hag an URSS e r brezel .,Gounit a ra ar gomunouriezh kalz tachenn e Breizh,Gounit a ra ar gomunouriezh kalz tachenn abalamour d' ar roll a-bouez en deus bet ar PCF hag an URSS e r brezel,Gounit a ra ar gomunouriezh kalz tachenn e Breizh,Gounit a ra ar gomunouriezh kalz tachenn abalamour roll,e Breizh,abalamour roll,gounit,e Breizh,abalamour d' ar roll a-bouez en deus bet ar PCF hag an URSS e r brezel,2,15,e,abalamour,Breizh,roll,PROPN,NOUN,prepositional,prepositional,Postverbal,Breton
Komzet e vez bemdez gant miliadoù ha miliadoù a dud ha gwelet e vez e pep lec’h e Kembre .,Komzet e vez bemdez gant miliadoù ha miliadoù a dud ha gwelet e vez e pep lec’h,Komzet e vez bemdez gant miliadoù ha miliadoù a dud ha gwelet e vez e Kembre,Komzet e vez bemdez gant miliadoù ha miliadoù a dud ha gwelet e vez e lec’h,Komzet e vez bemdez gant miliadoù ha miliadoù a dud ha gwelet e vez e Kembre,e lec’h,e Kembre,gwelout,e pep lec’h,e Kembre,3,2,e,e,lec’h,Kembre,NOUN,PROPN,prepositional,prepositional,Postverbal,Breton
Pemp devezh diwezhatoc'h e varvas diwar ul lamm-kalon d' an oad a 50 vloaz .,Pemp devezh diwezhatoc'h e varvas diwar ul lamm-kalon,Pemp devezh diwezhatoc'h e varvas d' an oad a 50 vloaz,Pemp devezh diwezhatoc'h e varvas diwar lamm-kalon,Pemp devezh diwezhatoc'h e varvas d' oad,diwar lamm-kalon,da oad,mervel,diwar ul lamm-kalon,d' an oad a 50 vloaz,3,6,diwar,da,lamm-kalon,oad,NOUN,NOUN,prepositional,prepositional,Postverbal,Breton
Krouet eo bet holl an deskadurezh laik e Rannvro emren Tibet goude an dispac'h .,Krouet eo bet holl an deskadurezh laik e Rannvro emren Tibet,Krouet eo bet holl an deskadurezh laik goude an dispac'h,Krouet eo bet holl an deskadurezh laik e Rannvro,Krouet eo bet holl an deskadurezh laik goude dispac'h,e rannvro,goude dispac’h,krouiñ,e Rannvro emren Tibet,goude an dispac'h,4,3,e,goude,rannvro,dispac’h,NOUN,NOUN,prepositional,prepositional,Postverbal,Breton
"Diskennet eo feur mervel ar vugale eus 43% e 1950 da 0,661% e 2000 .",Diskennet eo feur mervel ar vugale eus 43% e 1950,"Diskennet eo feur mervel ar vugale da 0,661% e 2000",Diskennet eo feur mervel ar vugale eus 43%,"Diskennet eo feur mervel ar vugale da 0,661%",eus 43,"da 0,661",diskenn,eus 43% e 1950,"da 0,661% e 2000",4,4,eus,da,43,"0,661",NUM,NUM,prepositional,prepositional,Postverbal,Breton
"Savet eo ar spi da vevañ eus 35,5 bloaz e 1950 da 67 e 2000 .","Savet eo ar spi da vevañ eus 35,5 bloaz e 1950",Savet eo ar spi da vevañ da 67 e 2000,Savet eo ar spi da vevañ eus bloaz,Savet eo ar spi da vevañ da 67,eus bloaz,da 67,sevel,"eus 35,5 bloaz e 1950",da 67 e 2000,5,4,eus,da,bloaz,67,NOUN,NUM,prepositional,prepositional,Postverbal,Breton
