Sentence,Context_PP1,Context_PP2,Context_PP1_simple,Context_PP2_simple,PP1_simple,PP2_simple,Verb,PP1,PP2,PP1_len,PP2_len,Adp1,Adp2,NP1,NP2,PP1_Pronom,PP2_Pronom,PP1_Type,PP2_Type,Position,Language
उनकी पराजय के बाद यह किला मुगलों के अधीन हो गया ।,उनकी पराजय के बाद,मुगलों के अधीन,पराजय के बाद,मुगलों के अधीन,पराजय के बाद,मुगल के अधीन,हो,उनकी पराजय के बाद,मुगलों के अधीन,4,3,के बाद,के अधीन,पराजय,मुगल,NOUN,NOUN,postpositional,postpositional,Preverbal,Hindi
मुगल शासक शाह आलम ने 1754 में जयपुर के महाराजा सवाई माधोसिंह प्रथम को यह किला पुरस्कार स्वरूप दिया ।,मुगल शासक शाह आलम ने 1754 में,मुगल शासक शाह आलम ने पुरस्कार स्वरूप,मुगल शासक शाह आलम ने 1754 में,मुगल शासक शाह आलम ने पुरस्कार स्वरूप,1754 में,पुरस्कार स्वरूप,दे,1754 में,पुरस्कार स्वरूप,2,2,में,स्वरूप,1754,पुरस्कार,PROPN,NOUN,postpositional,postpositional,Preverbal,Hindi
तब से इसे महाराजा के शिकार के लिए सुरक्षित रखा गया ।,तब से,महाराजा के शिकार के लिए,तब से,शिकार के लिए,तब से,शिकार के लिए,रख,तब से,महाराजा के शिकार के लिए,2,5,से,के लिए,तब,शिकार,PRON,NOUN,postpositional,postpositional,Preverbal,Hindi
महारानी एलिज़ाबेथ द्वितीय और एडेनबर्ग के ड्यूक के अलावा पूर्व प्रधानमंत्री राजीव गाँधी भी उद्यान में बाघ देखने आ चुके हैं ।,महारानी एलिज़ाबेथ द्वितीय और एडेनबर्ग के ड्यूक के अलावा,उद्यान में,द्वितीय के अलावा,उद्यान में,द्वितीय के अलावा,उद्यान में,आ,महारानी एलिज़ाबेथ द्वितीय और एडेनबर्ग के ड्यूक के अलावा,उद्यान में,9,2,के अलावा,में,द्वितीय,उद्यान,PROPN,NOUN,postpositional,postpositional,Preverbal,Hindi
जंगल में करीब 35 कि.मी. का रास्ता इन वाहनों द्वारा तीन घंटे में तय किया जाता है ।,जंगल में,तीन घंटे में,जंगल में,घंटे में,जंगल में,घंटा में,कर,जंगल में,तीन घंटे में,2,3,में,में,जंगल,घंटा,NOUN,NOUN,postpositional,postpositional,Preverbal,Hindi
"पिछले पन्द्रह वर्षों से इस क्षेत्र में वाहन चला रहे भानु प्रताप सिंह ने बताया कि पर्यटकों की संख्या निरंतर बढ़ रही है , लेकिन बाघ कभी कभार ही दिखता है ।",पिछले पन्द्रह वर्षों से,इस क्षेत्र में,वर्षों से,क्षेत्र में,वर्ष से,क्षेत्र में,चला,पिछले पन्द्रह वर्षों से,इस क्षेत्र में,4,3,से,में,वर्ष,क्षेत्र,NOUN,NOUN,postpositional,postpositional,Preverbal,Hindi
ये ग्लेशियर साल में आठ महीने बर्फ की सुंदर चादर से ढके रहते हैं ।,ये ग्लेशियर साल में,ये ग्लेशियर बर्फ की सुंदर चादर से,ये ग्लेशियर साल में,ये ग्लेशियर चादर से,साल में,चादर से,ढक,साल में,बर्फ की सुंदर चादर से,2,5,में,से,साल,चादर,NOUN,NOUN,postpositional,postpositional,Preverbal,Hindi
अपने इस अंक में आप हमारे साथ सैर कर सकते हैं स्विट्जरलैंड की इन्हीं हसीन वादियों की ।,अपने इस अंक में,हमारे साथ,अंक में,हमारे साथ,अंक में,हम साथ,कर,अपने इस अंक में,हमारे साथ,4,2,में,साथ,अंक,हम,NOUN,PRON,postpositional,postpositional,Preverbal,Hindi
यदि आपके पास थोड़ा सा वक्त और हौसला हो तो सूर्योदय के समय यहाँ की पहाड़ियों पर चहल - कदमी करना बेहद सुखद लगता है ।,यदि आपके पास थोड़ा सा वक्त और हौसला हो तो सूर्योदय के समय,यदि आपके पास थोड़ा सा वक्त और हौसला हो तो यहाँ की पहाड़ियों पर,यदि आपके पास थोड़ा सा वक्त और हौसला हो तो सूर्योदय के समय,यदि आपके पास थोड़ा सा वक्त और हौसला हो तो पहाड़ियों पर,सूर्योदय के समय,पहाडी पर,कर,सूर्योदय के समय,यहाँ की पहाड़ियों पर,3,4,के समय,पर,सूर्योदय,पहाडी,NOUN,NOUN,postpositional,postpositional,Preverbal,Hindi
यदि पैदल नहीं जा सकते तो यहाँ से एक ट्रेन सीधी पहाड़ी के ऊपर जाती है ।,यदि पैदल नहीं जा सकते तो यहाँ से,यदि पैदल नहीं जा सकते तो पहाड़ी के ऊपर,यदि पैदल नहीं जा सकते तो यहाँ से,यदि पैदल नहीं जा सकते तो पहाड़ी के ऊपर,यहाँ से,पहाड़ी के ऊपर,जा,यहाँ से,पहाड़ी के ऊपर,2,3,से,के ऊपर,यहाँ,पहाड़ी,PRON,NOUN,postpositional,postpositional,Preverbal,Hindi
घुमक्कड़ लोगों के लिए यह स्वर्ग से बढ़कर है ।,घुमक्कड़ लोगों के लिए,स्वर्ग से,लोगों के लिए,स्वर्ग से,लोग के लिए,स्वर्ग से,बढ़,घुमक्कड़ लोगों के लिए,स्वर्ग से,4,2,के लिए,से,लोग,स्वर्ग,NOUN,NOUN,postpositional,postpositional,Preverbal,Hindi
"इस साफ - सुथरे , खूबसूरत देश में जहाँ तक हो सके आप गर्मियों के मौसम में घूमने जाएँ ।","इस साफ - सुथरे , खूबसूरत देश में",गर्मियों के मौसम में,देश में,मौसम में,देश में,मौसम में,घूम,"इस साफ - सुथरे , खूबसूरत देश में",गर्मियों के मौसम में,8,4,में,में,देश,मौसम,NOUN,NOUN,postpositional,postpositional,Preverbal,Hindi
क्योंकि सर्दियों में यहाँ का पारा माइनस डिग्री के नीचे ही नजर आता है ।,क्योंकि सर्दियों में,क्योंकि माइनस डिग्री के नीचे ही,क्योंकि सर्दियों में,क्योंकि डिग्री के नीचे,सर्दी में,डिग्री के नीचे,आ,सर्दियों में,माइनस डिग्री के नीचे ही,2,5,में,के नीचे,सर्दी,डिग्री,NOUN,NOUN,postpositional,postpositional,Preverbal,Hindi
इस मौसम की सुहानी सुबह में आपको फ्रेंच लोग पिस्त्रो में कॉफी और ' लोफ ब्रेड ' का आनंद उठाते नजर आएंगे ।,इस मौसम की सुहानी सुबह में,पिस्त्रो में,सुबह में,पिस्त्रो में,सुबह में,पिस्त्रो में,आ,इस मौसम की सुहानी सुबह में,पिस्त्रो में,6,2,में,में,सुबह,पिस्त्रो,NOUN,PROPN,postpositional,postpositional,Preverbal,Hindi
इस नदी पर पुरातन काल के चिन्हों के रूप में 36 बेहद खूबसूरत पुल बने हुए हैं ।,इस नदी पर,पुरातन काल के चिन्हों के रूप में,नदी पर,चिन्हों के रूप में,नदी पर,चिन्ह के रूप में,बन,इस नदी पर,पुरातन काल के चिन्हों के रूप में,3,7,पर,के रूप में,नदी,चिन्ह,NOUN,NOUN,postpositional,postpositional,Preverbal,Hindi
अपनी जीवटता के कारण वे हर तूफान के बाद शहर की बदशक्‍ल हो चुकी शक्ल को पहले से ज्यादा सुंदर बना देते हैं ।,अपनी जीवटता के कारण,हर तूफान के बाद,जीवटता के कारण,तूफान के बाद,जीवटता के कारण,तूफान के बाद,बन,अपनी जीवटता के कारण,हर तूफान के बाद,4,4,के कारण,के बाद,जीवटता,तूफान,NOUN,NOUN,postpositional,postpositional,Preverbal,Hindi
कम्प्यूटर के इस युग में यहाँ हर चीज तकनीक से सजी है ।,कम्प्यूटर के इस युग में,तकनीक से,युग में,तकनीक से,युग में,तकनीक से,सज,कम्प्यूटर के इस युग में,तकनीक से,5,2,में,से,युग,तकनीक,NOUN,NOUN,postpositional,postpositional,Preverbal,Hindi
इस शो में आधे घंटे तक तेज रोशनी वाले पटाखे जलाए जाते हैं ।,इस शो में,आधे घंटे तक,शो में,घंटे तक,शो में,घंटा तक,जला,इस शो में,आधे घंटे तक,3,3,में,तक,शो,घंटा,NOUN,NOUN,postpositional,postpositional,Preverbal,Hindi
ओरलैंडो में न्यूईयर ईव और स्वतंत्रता दिवस के दिन खासतौर पर फायर वर्क्‍स डे मनाया जाता है ।,ओरलैंडो में,खासतौर पर,ओरलैंडो में,खासतौर पर,ओरलैंडो में,खासतौर पर,मना,ओरलैंडो में,खासतौर पर,2,2,में,पर,ओरलैंडो,खासतौर,PROPN,NOUN,postpositional,postpositional,Preverbal,Hindi
इस समय आप यहाँ लोकतांत्रिक अमेरिका को ओरलैंडों की नजर से बेहद खूबसूरत लाल - नीले औऱ सफेद रंग में निहार सकते हैं ।,इस समय आप यहाँ लोकतांत्रिक अमेरिका को ओरलैंडों की नजर से,इस समय आप यहाँ लोकतांत्रिक अमेरिका को बेहद खूबसूरत लाल - नीले औऱ सफेद रंग में,इस समय आप यहाँ लोकतांत्रिक अमेरिका को नजर से,इस समय आप यहाँ लोकतांत्रिक अमेरिका को रंग में,नजर से,रंग में,निहार,ओरलैंडों की नजर से,बेहद खूबसूरत लाल - नीले औऱ सफेद रंग में,4,9,से,में,नजर,रंग,NOUN,NOUN,postpositional,postpositional,Preverbal,Hindi
आप अमेरिका के लिए दिल्ली या मुंबई से सीधी फ्लाइट ले सकते हैं ।,आप अमेरिका के लिए,आप दिल्ली या मुंबई से,आप अमेरिका के लिए,आप दिल्ली से,अमेरिका के लिए,दिल्ली से,ले,अमेरिका के लिए,दिल्ली या मुंबई से,3,4,के लिए,से,अमेरिका,दिल्ली,PROPN,PROPN,postpositional,postpositional,Preverbal,Hindi
इस खूबसूरत समाँ में अपने साथी के साथ क्रूज की सैर एक अनोखा अनुभव होगा ।,इस खूबसूरत समाँ में,अपने साथी के साथ,समाँ में,साथी के साथ,समाँ में,साथी के साथ,हो,इस खूबसूरत समाँ में,अपने साथी के साथ,4,4,में,के साथ,समाँ,साथी,NOUN,NOUN,postpositional,postpositional,Preverbal,Hindi
यहाँ समर में कैनाल हाउस गार्डन आम लोगों के लिए खोल दिया जाता है ।,यहाँ समर में,यहाँ आम लोगों के लिए,यहाँ समर में,यहाँ लोगों के लिए,समर में,लोग के लिए,खोल,समर में,आम लोगों के लिए,2,4,में,के लिए,समर,लोग,NOUN,NOUN,postpositional,postpositional,Preverbal,Hindi
स्पीडो के जरिए आप 75 मिनिट में पूरा रोटरडैम निहार सकते हैं ।,स्पीडो के जरिए,75 मिनिट में,स्पीडो के जरिए,मिनिट में,स्पीडो के जरिये,मिनिट में,निहार,स्पीडो के जरिए,75 मिनिट में,3,3,के जरिये,में,स्पीडो,मिनिट,PROPN,NOUN,postpositional,postpositional,Preverbal,Hindi
किले के ऊपर कई सदियों तक अलग - अलग राजघरानों ने राज किया है .,किले के ऊपर,कई सदियों तक,किले के ऊपर,सदियों तक,किला के ऊपर,सदी तक,कर,किले के ऊपर,कई सदियों तक,3,3,के ऊपर,तक,किला,सदी,NOUN,NOUN,postpositional,postpositional,Preverbal,Hindi
मानसून के कारण पार्क को 1 जुलाई से 30 सितंबर तक बंद कर दिया जाता है .,मानसून के कारण,1 जुलाई से 30 सितंबर तक,मानसून के कारण,सितंबर तक,मानसून के कारण,सितंबर तक,कर,मानसून के कारण,1 जुलाई से 30 सितंबर तक,3,6,के कारण,तक,मानसून,सितंबर,NOUN,PROPN,postpositional,postpositional,Preverbal,Hindi
लेकिन आप खजुराहो या दिल्ली से यहाँ के लिए सीधी फ्लाइट ले सकते हैं .,लेकिन आप खजुराहो या दिल्ली से,लेकिन आप यहाँ के लिए,लेकिन आप खजुराहो से,लेकिन आप यहाँ के लिए,खजुराहो से,यहाँ के लिए,ले,खजुराहो या दिल्ली से,यहाँ के लिए,4,3,से,के लिए,खजुराहो,यहाँ,PROPN,PRON,postpositional,postpositional,Preverbal,Hindi
"इसके अलावा आप कटनी , सतना , जबलपुर या देश के किसी भी हिस्से से यहाँ के लिए रेल या बस सुविधा ले सकते हैं .",इसके अलावा,यहाँ के लिए,इसके अलावा,यहाँ के लिए,यह अलावा,यहाँ के लिए,ले,इसके अलावा,यहाँ के लिए,2,3,अलावा,के लिए,यह,यहाँ,PRON,PRON,postpositional,postpositional,Preverbal,Hindi
सूर्यास्त के समय यहाँ से जैसलमेर का सुनहरा रूप देखना अपने आप में बेहद अनोखा अनुभव है ।,सूर्यास्त के समय,यहाँ से,सूर्यास्त के समय,यहाँ से,सूर्यास्त के समय,यहाँ से,देख,सूर्यास्त के समय,यहाँ से,3,2,के समय,से,सूर्यास्त,यहाँ,NOUN,PRON,postpositional,postpositional,Preverbal,Hindi
"जिस समय इस शहर की स्थापना की गई , उस समय किसी ने यह कल्पना भी नहीं की होगी कि यह शहर खूबसूरती के लिए पूरे विश्व में अपना परचम लहराएगा .","जिस समय इस शहर की स्थापना की गई , उस समय किसी ने यह कल्पना भी नहीं की होगी कि यह शहर खूबसूरती के लिए","जिस समय इस शहर की स्थापना की गई , उस समय किसी ने यह कल्पना भी नहीं की होगी कि यह शहर पूरे विश्व में","जिस समय इस शहर की स्थापना की गई , उस समय किसी ने यह कल्पना भी नहीं की होगी कि यह शहर खूबसूरती के लिए","जिस समय इस शहर की स्थापना की गई , उस समय किसी ने यह कल्पना भी नहीं की होगी कि यह शहर विश्व में",खूबसूरती के लिए,विश्व में,लहरा,खूबसूरती के लिए,पूरे विश्व में,3,3,के लिए,में,खूबसूरती,विश्व,NOUN,NOUN,postpositional,postpositional,Preverbal,Hindi
हर मौसम में हजारों की तादाद में यहाँ पहुँचने वाले सैलानी इसकी खूबसूरती को अपने अंदर जज्ब कर लेना चाहते हैं .,हर मौसम में,हजारों की तादाद में,मौसम में,तादाद में,मौसम में,तादाद में,पहुँच,हर मौसम में,हजारों की तादाद में,3,4,में,में,मौसम,तादाद,NOUN,NOUN,postpositional,postpositional,Preverbal,Hindi
ताजमहल के उत्तरी भाग में यह लगभग ढाई किलोमीटर क्षेत्र में फैला है .,ताजमहल के उत्तरी भाग में,लगभग ढाई किलोमीटर क्षेत्र में,भाग में,क्षेत्र में,भाग में,क्षेत्र में,फैल,ताजमहल के उत्तरी भाग में,लगभग ढाई किलोमीटर क्षेत्र में,5,5,में,में,भाग,क्षेत्र,NOUN,NOUN,postpositional,postpositional,Preverbal,Hindi
खूबसूरत पत्थरों से बनी जामा मस्जिद शाहजहाँ की बेटी जहाँआरा बेगम की याद में सन् 1648 ई. में बनाई गई थी .,खूबसूरत पत्थरों से बनी जामा मस्जिद शाहजहाँ की बेटी जहाँआरा बेगम की याद में,खूबसूरत पत्थरों से बनी जामा मस्जिद सन् 1648 ई. में,खूबसूरत पत्थरों से बनी जामा मस्जिद याद में,खूबसूरत पत्थरों से बनी जामा मस्जिद ई. में,याद में,ई. में,बना,शाहजहाँ की बेटी जहाँआरा बेगम की याद में,सन् 1648 ई. में,8,4,में,में,याद,ई.,NOUN,NOUN,postpositional,postpositional,Preverbal,Hindi
ताजमहल की तरह ही इसके गुंबद भी बड़ी ही खूबसूरती से तराशे गए हैं .,ताजमहल की तरह ही,बड़ी ही खूबसूरती से,ताजमहल की तरह,खूबसूरती से,ताजमहल का तरह,खूबसूरती से,तराश,ताजमहल की तरह ही,बड़ी ही खूबसूरती से,4,4,का तरह,से,ताजमहल,खूबसूरती,PROPN,NOUN,postpositional,postpositional,Preverbal,Hindi
खास बात यह है कि इन चित्रों में बुद्ध को प्रतीकों के रूप में दिखाया गया है .,खास बात यह है कि इन चित्रों में,खास बात यह है कि प्रतीकों के रूप में,खास बात यह है कि चित्रों में,खास बात यह है कि प्रतीकों के रूप में,चित्र में,प्रतीक के रूप में,दिखा,इन चित्रों में,प्रतीकों के रूप में,3,4,में,के रूप में,चित्र,प्रतीक,NOUN,NOUN,postpositional,postpositional,Preverbal,Hindi
इन गुफाओं में प्राचीन काल में हिंदू एवं जैन साधु - संत रहते थे ।,इन गुफाओं में,प्राचीन काल में,गुफाओं में,काल में,गुफा में,काल में,रह,इन गुफाओं में,प्राचीन काल में,3,3,में,में,गुफा,काल,NOUN,NOUN,postpositional,postpositional,Preverbal,Hindi
नवंबर में साँची में चैत्यगिरी विहार का उत्सव मनाया जाता है ।,नवंबर में,साँची में,नवंबर में,साँची में,नवंबर में,साँची में,मना,नवंबर में,साँची में,2,2,में,में,नवंबर,साँची,PROPN,PROPN,postpositional,postpositional,Preverbal,Hindi
"कुआलालम्पुर में प्रतिवर्ष भारतीयों द्वारा बड़े पैमाने पर धार्मिक रैली का भी आयोजन किया जाता है , जिसमें भारतीय मूल के लोग भी भाग लेते हैं ।",कुआलालम्पुर में,बड़े पैमाने पर,कुआलालम्पुर में,पैमाने पर,कुआलालम्पुर में,पैमाना पर,कर,कुआलालम्पुर में,बड़े पैमाने पर,2,3,में,पर,कुआलालम्पुर,पैमाना,PROPN,NOUN,postpositional,postpositional,Preverbal,Hindi
"जो भी भक्त इन मंदिरों में दर्शन हेतु आते हैं , वे इनसे पूजा जरूर करवाते हैं ।",जो भी भक्त इन मंदिरों में,जो भी भक्त दर्शन हेतु,जो भी भक्त मंदिरों में,जो भी भक्त दर्शन हेतु,मंदिर में,दर्शन हेतु,आ,इन मंदिरों में,दर्शन हेतु,3,2,में,हेतु,मंदिर,दर्शन,NOUN,NOUN,postpositional,postpositional,Preverbal,Hindi
बरसात के मौसम में इस झरने का सौंदर्य अपने चरम पर होता है ।,बरसात के मौसम में,अपने चरम पर,मौसम में,चरम पर,मौसम में,चरम पर,हो,बरसात के मौसम में,अपने चरम पर,4,3,में,पर,मौसम,चरम,NOUN,NOUN,postpositional,postpositional,Preverbal,Hindi
यमनोत्री के पट नवंबर माह तक दर्शनों के लिए खुले रहते है ।,यमनोत्री के पट नवंबर माह तक,यमनोत्री के पट दर्शनों के लिए,यमनोत्री के पट माह तक,यमनोत्री के पट दर्शनों के लिए,माह तक,दर्शन के लिए,खुल,नवंबर माह तक,दर्शनों के लिए,3,3,तक,के लिए,माह,दर्शन,NOUN,NOUN,postpositional,postpositional,Preverbal,Hindi
पैरों में डिजाइनर चप्‍पलों या सैंडल की बजाए स्‍पोर्टस शू पहनें तो चढ़ाई करने में आसानी रहेगी ।,पैरों में,डिजाइनर चप्‍पलों या सैंडल की बजाए,पैरों में,चप्‍पलों की बजाए,पैर में,चप्पल का बजाए,पहन,पैरों में,डिजाइनर चप्‍पलों या सैंडल की बजाए,2,6,में,का बजाए,पैर,चप्पल,NOUN,NOUN,postpositional,postpositional,Preverbal,Hindi
गल्फस्ट्रीम के कारण इस सारे क्षेत्र में मौसम खुशनुमा रहता है ।,गल्फस्ट्रीम के कारण,इस सारे क्षेत्र में,गल्फस्ट्रीम के कारण,क्षेत्र में,गल्फस्ट्रीम के कारण,क्षेत्र में,रह,गल्फस्ट्रीम के कारण,इस सारे क्षेत्र में,3,4,के कारण,में,गल्फस्ट्रीम,क्षेत्र,NOUN,NOUN,postpositional,postpositional,Preverbal,Hindi
उत्तरायण सूर्य के समय 21 जून को यहाँ सूर्य नहीं छिपता है तथा चौबीसों घंटे दिन रहता है ।,उत्तरायण सूर्य के समय,21 जून को,सूर्य के समय,जून को,सूर्य के समय,जून को,छिप,उत्तरायण सूर्य के समय,21 जून को,4,3,के समय,को,सूर्य,जून,NOUN,PROPN,postpositional,postpositional,Preverbal,Hindi
ट्राम्सो के पास ही ऊँचे पहाड़ों पर जाने के लिए यहाँ केबल कार चलती है जो 420 मीटर की ऊँचाई तक जाती है ।,ट्राम्सो के पास ही,ऊँचे पहाड़ों पर,ट्राम्सो के पास,पहाड़ों पर,ट्राम्सो के पास,पहाड पर,जा,ट्राम्सो के पास ही,ऊँचे पहाड़ों पर,4,3,के पास,पर,ट्राम्सो,पहाड,PROPN,NOUN,postpositional,postpositional,Preverbal,Hindi
आज से लगभग 1000 वर्ष पूर्व पंचायतन शैली में महाराजा धंगदेव ने इसका निर्माण करवाया था ।,आज से लगभग 1000 वर्ष पूर्व,पंचायतन शैली में,वर्ष पूर्व,शैली में,वर्ष पूर्व,शैली में,कर,आज से लगभग 1000 वर्ष पूर्व,पंचायतन शैली में,6,3,पूर्व,में,वर्ष,शैली,NOUN,PROPN,postpositional,postpositional,Preverbal,Hindi
सिंगापुर म्यूजियम में सिंगापुर की आजादी की कहानी आकर्षक थ्री - डी वीडियो शो द्वारा बताई जाती है ।,सिंगापुर म्यूजियम में,आकर्षक थ्री - डी वीडियो शो द्वारा,म्यूजियम में,शो द्वारा,म्यूजियम में,शो द्वारा,बता,सिंगापुर म्यूजियम में,आकर्षक थ्री - डी वीडियो शो द्वारा,3,7,में,द्वारा,म्यूजियम,शो,PROPN,NOUN,postpositional,postpositional,Preverbal,Hindi
गुफा में प्राकृतिक रूप से नमी रहती है और योनि भाग से बूँद - बूँद पानी गिरता रहता है ।,गुफा में,प्राकृतिक रूप से,गुफा में,रूप से,गुफा में,रूप से,रह,गुफा में,प्राकृतिक रूप से,2,3,में,से,गुफा,रूप,NOUN,NOUN,postpositional,postpositional,Preverbal,Hindi
दिल्ली और कोलकाता से गुवाहटी हवाई मार्ग से सीधा जुड़ा हुआ है ।,दिल्ली और कोलकाता से,हवाई मार्ग से,दिल्ली से,मार्ग से,दिल्ली से,मार्ग से,जुड़,दिल्ली और कोलकाता से,हवाई मार्ग से,4,3,से,से,दिल्ली,मार्ग,PROPN,NOUN,postpositional,postpositional,Preverbal,Hindi
"स्थानीय आवागमन के साधनों में बस , ऑटो रिक्शा , कार और जीप आसानी से मिल जाते हैं ।",स्थानीय आवागमन के साधनों में,आसानी से,साधनों में,आसानी से,साधन में,आसानी से,मिल,स्थानीय आवागमन के साधनों में,आसानी से,5,2,में,से,साधन,आसानी,NOUN,NOUN,postpositional,postpositional,Preverbal,Hindi
ब्रह्मपुत्र नदी के बीच में टापू पर बना यह बहुत ही खूबसूरत मंदिर है ।,ब्रह्मपुत्र नदी के बीच में,टापू पर,नदी के बीच में,टापू पर,नदी के बीच में,टापू पर,बन,ब्रह्मपुत्र नदी के बीच में,टापू पर,5,2,के बीच में,पर,नदी,टापू,NOUN,NOUN,postpositional,postpositional,Preverbal,Hindi
"यहाँ पर हिंदू , मुसलमान और बौद्ध सभी धर्म के अनुयायी समान रूप से आते हैं ।",यहाँ पर,समान रूप से,यहाँ पर,रूप से,यहाँ पर,रूप से,आ,यहाँ पर,समान रूप से,2,3,पर,से,यहाँ,रूप,PRON,NOUN,postpositional,postpositional,Preverbal,Hindi
